ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	Data
96	OHNK50	WRC158-001	20	36.5147638	-81.653585	Roaring Fork	0.6179	0.00065	0	0.0019	0	0.37935	61.8-0.1-0-0.2-0-37.9
98	OHNK52	WRC160-001	20	36.455572	-81.697383	Roundabout Creek	0.38905	0.38355	0	0.0894	0	0.1381	38.9-38.4-0-8.9-0-13.8
99	OHNK53	WRC162-001	20	36.3749868	-81.5996959	Skin Camp Branch	0	0.99955	0	0.00045	0	0	0-100-0-0-0-0
100	OHNK54	WRC163-001	20	36.354175	-81.676697	Snyder Branch	0.14735	0.796	0	0.0562	0	0.00035	14.7-79.6-0-5.6-0-0
102	OHNK56	WRC166-001	19	36.146241	-81.647147	UT Aho Branch	0.028421053	0.720947368	0.018473684	0.232157895	0	0	2.8-72.1-1.8-23.2-0-0
103	OHNK57	WRC169-001	20	36.547918	-81.6603131	UT Big Laurel Creek ( Below Flatwood )	0.0854	0.1764	0	0.61735	0	0.1207	8.5-17.6-0-61.7-0-12.1
104	OHNK58	WRC170-001	20	36.5547494	-81.6693876	UT Big Laurel Creek ( Denny Hollow )	0.1945	0.16235	0.00015	0.59745	0	0.04565	19.5-16.2-0-59.7-0-4.6
105	OHNK59	WRC171-001	20	36.395783	-81.531642	UT Buffalo Creek (@ Buck Mtn.)	5.00E-05	0.77215	0	0.2263	0	0.0014	0-77.2-0-22.6-0-0.1
106	OHNK6	WRC124-001	20	36.3573423	-81.6159101	Bald Fork	0	1	0	0	0	0	0-100-0-0-0-0
110	OHNK63	WRC176-001	20	36.139162	-81.6672204	UT Middle Fork New River (@substation)	0	0.9016	5.00E-04	0.0979	0	0	0-90.2-0.1-9.8-0-0
111	OHNK64	WRC178-001	20	36.4802743	-81.4765576	UT North Fork New River	0.16605	0.17305	0.00065	0.4173	0	0.24285	16.6-17.3-0.1-41.7-0-24.3
112	OHNK65	WRC179-001	20	36.42683	-81.613394	UT North Fork New River (@ Creston)	0.1866	0.75845	0	0.0549	0	0.00015	18.7-75.8-0-5.5-0-0
113	OHNK66	WRC183-001	20	36.332893	-81.4599757	UT South Fork New River	0.0803	0.8952	0	0.0245	0	1.00E-04	8-89.5-0-2.5-0-0
115	OHNK68	WRC187-001	19	36.4039791	-81.2784303	Wolf Branch	0.044894737	0.954473684	0	0.000631579	0	5.26E-05	4.5-95.4-0-0.1-0-0
116	OHNK69	D701-001	22	36.3169623	-81.7013383	UT Meat Camp Creek	0	0.999545455	0	0.000454545	0	0	0-100-0-0-0-0
117	OHNK7	WRC126-001	20	36.5626706	-81.6665957	Big Laurel Creek	0.0055	0.23505	0	0.61595	0	0.1435	0.6-23.5-0-61.6-0-14.4
119	OHNK71	D703-001	24	36.1541123	-81.6276005	Aho Branch	0	1	0	0	0	0	0-100-0-0-0-0
120	OHNK8	WRC130-001	20	36.2638257	-81.5339435	Cranberry Creek	0	0.92215	0	0.0778	0	0	0-92.2-0-7.8-0-0
121	OHNK9	WRC132-001	20	36.2838079	-81.4351735	East Fork Pine Swamp Creek	0	0.9958	0	0.0042	0	0	0-99.6-0-0.4-0-0
122	PFBNC124	WRC336-001	20	36.3592958	-81.719256	UT Hoskins Fork	0.1003	0.69445	5.00E-05	0.2028	0	0.00235	10-69.4-0-20.3-0-0.2
123	PFBNC76	WRC332-001	20	36.3083612	-81.6702018	Little Creek	0.0081	0.88595	0	0.10535	0	6.00E-04	0.8-88.6-0-10.5-0-0.1
124	SnakeCreek	VA12-001	20	36.678723	-80.657286	Snake Creek	0	0.99985	0	0	0	0.00015	0-100-0-0-0-0
125	StandrockBranch	VA13-001	20	37.196585	-80.893499	Standrock Branch	0.0077	0.98995	0	0.0021	0	0.00025	0.8-99-0-0.2-0-0
126	ToryCreek	VA14-001	18	36.744527	-80.493856	Tory Creek	0	0.992944444	0	0.007055556	0	0	0-99.3-0-0.7-0-0
128	GA13	GA13-001	30	34.769548	-84.033267	Bryant Creek	0	0.000166667	0	0.999833333	0	0	0-0-0-100-0-0
129	GA14	GA14-001	40	34.767345	-83.993942	Logan Creek	0	0	0	1	0	0	0-0-0-100-0-0
130	GCS1	LR_2013_121	29	35.591956	-83.516187	Grouse Creek Site 1	0	0	0	1	0	0	0-0-0-100-0-0
131	GPS1	FC_2014_001	40	35.594153	-83.561233	Goshen Prong Site 1	0	0	0	1	0	0	0-0-0-100-0-0
132	GPS4	FC_2014_096	50	35.5834	-83.544	Goshen Prong Site 4	0	0	0	1	0	0	0-0-0-100-0-0
133	GRSML1	GRSML1-001	48	35.591	-83.5744	Fish Camp Run	0	0	0	1	0	0	0-0-0-100-0-0
136	GRSML22	GS35-001	30	35.62383817	-83.64181971	Marks Creek	0	0	0	1	0	0	0-0-0-100-0-0
137	GRSML3	GRSML3-001	35	35.5879	-83.6316	Indian Flats	0.084114286	0.034885714	2.86E-05	0.825	0	0.055828571	8.4-3.5-0-82.5-0-5.6
138	GRSML4	GRSML4-001	49	35.6509	-83.6281	Mannis Branch	0	0	1	0	0	0	0-0-100-0-0-0
139	GRSML5	GRSML5-001	24	35.5899	-83.5662	Silers's Creek	0	0	0	1	0	0	0-0-0-100-0-0
140	GRSML6	GRSML6-1001	76	35.5899	-83.5662	Silers's Creek (4,9,10)	0	0	0	1	0	0	0-0-0-100-0-0
142	GRSMP1	GRSMP1-001	47	35.6521	-83.1689	Lost Bottoms	0	0	1	0	0	0	0-0-100-0-0-0
143	GRSMP10	GRSMP10-001	21	35.62527	-83.47016	Road Prong	0	9.52E-05	0.893857143	0.106	0	0	0-0-89.4-10.6-0-0
144	GRSMP11	GRSMP11-001	34	35.75969	-83.19495	Tom?s Creek	0	0	1	0	0	0	0-0-100-0-0-0
145	GRSMP12	GRSMP12-001	32	35.7389	-83.2783	Indian Camp Creek	0	0	1	0	0	0	0-0-100-0-0-0
146	GRSMP13	GRSMP13-001	25	35.67001	-83.09951	Little Cataloochee Creek	0	0	1	0	0	0	0-0-100-0-0-0
147	GRSMP14	GRSMP14-001	28	35.6767	-83.08874	Correll Branch	0	0	1	0	0	0	0-0-100-0-0-0
148	GRSMP16	GRSMP16-001	40	35.7608	-83.19703	Toms Creek	0	0	1	0	0	0	0-0-100-0-0-0
149	GRSMP17	GRSMP17-009	16	35.76479	-83.25353	Greenbrier Creek	0	0	1	0	0	0	0-0-100-0-0-0
150	GRSMP18	GRSMP18-009	16	35.73785	-83.27838	Indian Camp Creek	0	0	1	0	0	0	0-0-100-0-0-0
152	GRSMP2	GRSMP2-001	32	35.7671	-83.2023	Cosby Creek	0	0	1	0	0	0	0-0-100-0-0-0
153	GRSMP20	GS34-001	30	35.62745	-83.40842	Kephart Branch	0	0.000133333	0.9296	0.070233333	0	0	0-0-93-7-0-0
157	GRSMP24	GS37-001	30	35.62274826	-83.42144591	Walker Camp Prong	0.452466667	0.059233333	0.237	0.192433333	0	0.058833333	45.2-5.9-23.7-19.2-0-5.9
158	GRSMP25	GS38-001	28	35.7456837	-83.215988	Rock Creek	0	0	1	0	0	0	0-0-100-0-0-0
159	GRSMP26	GS39-001	30	35.69511594	-83.32153141	Buck Fork	0	0.896433333	0	0.070266667	0	0.0333	0-89.6-0-7-0-3.3
160	GRSMP27	GS43-001	30	35.69182448	-83.31598851	Chapman Prong	0	0.966466667	0	0.033533333	0	0	0-96.6-0-3.4-0-0
162	GRSMP29	GS55-002	30	35.64431163	-83.0726446	Winding Stair	0	0	1	0	0	0	0-0-100-0-0-0
163	GRSMP3	GRSMP3-033	48	35.7671	-83.2023	Cosby Creek	0	0	0.9999375	6.25E-05	0	0	0-0-100-0-0-0
164	GRSMP30	GS56-002	30	35.59985518	-83.1308236	Hurricane Creek	0	0	1	0	0	0	0-0-100-0-0-0
165	GRSMP31	GS57-002	30	35.6021498	-83.16291579	Bear Branch	0	0	1	0	0	0	0-0-100-0-0-0
166	GRSMP32	GS58-002	30	35.67181836	-83.13536468	Pretty Hollow	0	0	1	0	0	0	0-0-100-0-0-0
167	GRSMP33	GS59-002	30	35.60188	-83.16237872	Horse Creek	0	0	1	0	0	0	0-0-100-0-0-0
168	GRSMP34	GS60-002	30	35.61488345	-83.14599307	Messer Branch	0	0	0.999966667	3.33E-05	0	0	0-0-100-0-0-0
169	GRSMP35	GS61-002	29	35.61336491	-83.0939906	Sag Branch	0	0	1	0	0	0	0-0-100-0-0-0
170	GRSMP36	GS62-002	29	35.57193744	-83.12570343	Caldwell Fork	0	0	0.975655172	0.024344828	0	0	0-0-97.6-2.4-0-0
171	GRSMP37	GS63-002	30	35.67180283	-83.13877789	Onion Bed	0	0.030066667	0.969566667	4.00E-04	0	0	0-3-97-0-0-0
172	GRSMP38	GS64-002	30	35.57635336	-83.12628358	Straight Creek	0	0.000433333	0.993333333	0.0062	0	0	0-0-99.3-0.6-0-0
173	GRSMP39	GS65-002	30	35.59419869	-83.0987225	McKee Branch	0	3.33E-05	0.992433333	0.0075	0	0	0-0-99.2-0.8-0-0
174	GRSMP4	GRSMP4-001	28	35.7643	-83.2526	Greenbrier Creek	0	0	1	0	0	0	0-0-100-0-0-0
175	GRSMP5	GRSMP5-035	27	35.7643	-83.2526	Greenbrier Creek	0	0	1	0	0	0	0-0-100-0-0-0
176	GRSMP6	GRSMP6-001	33	35.7389	-83.2783	Indian Camp Creek	0	0.003727273	0.995757576	0.000515152	0	0	0-0.4-99.6-0.1-0-0
177	GRSMP8	GRSMP8-001	25	35.7671	-83.2023	Cosby Creek	0	0	1	0	0	0	0-0-100-0-0-0
178	GRSMP9	GRSMP9-001	34	35.7643	-83.2526	Greenbrier Creek	0	0	1	0	0	0	0-0-100-0-0-0
179	GRSMT1	GRSMT1-001	49	35.5563	-83.1677	Bunches Creek	0	0.890795918	0.059755102	0.049489796	0	0	0-89.1-6-4.9-0-0
180	GRSMT2	GRSMT2-001	50	35.5667	-83.18	Flatt Creek	0	0.87496	0.09442	0.03062	0	0	0-87.5-9.4-3.1-0-0
181	GRSMT22	GS36-001	28	35.61986728	-83.23039471	Hyatt Creek	0	0.99975	0	0.000178571	0	3.57E-05	0-100-0-0-0-0
182	GRSMT23	GS40-001	29	35.58476105	-83.42515628	RF Deep Creek	0	1	0	0	0	0	0-100-0-0-0-0
183	GRSMT24	GS41-001	30	35.58503691	-83.42667635	Sahlee Creek	0	1	0	0	0	0	0-100-0-0-0-0
184	GRSMT25	GS42-001	30	35.55528252	-83.47670642	Noland Creek	0	1	0	0	0	0	0-100-0-0-0-0
185	GRSMT26	GS44-001	31	35.49706343	-83.65659546	Cold Springs Branch	0	1	0	0	0	0	0-100-0-0-0-0
186	GRSMT27	GS45-001	30	35.51194438	-83.69720183	Haw Gap Branch	0	1	0	0	0	0	0-100-0-0-0-0
187	GRSMT28	GS46-001	29	35.54112558	-83.67636608	Desolation Branch	0	1	0	0	0	0	0-100-0-0-0-0
188	GRSMT29	GS47-001	30	35.54053482	-83.6708987	Defeat Branch	0	1	0	0	0	0	0-100-0-0-0-0
189	GRSMT3	GRSMT3-001	40	35.5341	-83.5446	Huggin's Creek	0.12575	0.788275	0	0.08205	0	0.003875	12.6-78.8-0-8.2-0-0.4
190	GRSMT30	GS49-002	30	35.62001761	-83.33050789	Louie Camp Branch	0	1	0	0	0	0	0-100-0-0-0-0
191	GRSMT31	GS50-002	30	35.61226789	-83.26422737	Enloe Creek	3.33E-05	0.929933333	0	0.001633333	0	0.068333333	0-93-0-0.2-0-6.8
192	GRSMT32	GS51-002	30	35.62431103	-83.32617226	Bearwallow Branch	7.00E-04	0.9364	0.033333333	0.000366667	0	0.0292	0.1-93.6-3.3-0-0-2.9
193	GRSMT33	GS52-002	30	35.63332387	-83.32996679	Chasm Prong	0	0.9999	0	1.00E-04	0	0	0-100-0-0-0-0
194	GRSMT34	GS53-001	30	35.64340742	-83.25582982	R. Fork Raven Fork	0.000766667	0.975	0	0.004066667	0	0.020133333	0.1-97.5-0-0.4-0-2
195	GRSMT35	GS54-002	30	35.64491771	-83.32894523	Gulf Prong	0	0.9781	0	0.0219	0	0	0-97.8-0-2.2-0-0
197	GRSMT5	GRSMT5-001	47	35.4858	-83.5926	Bear Creek	0.014212766	0.920382979	0	0.05912766	0	0.006276596	1.4-92-0-5.9-0-0.6
198	GRSMT6	GRSMT6-001	25	35.58628	-83.36516	Kanati Fork	0	1	0	0	0	0	0-100-0-0-0-0
199	GRSMT7	GRSMT7-001	22	35.59933	-83.39906	Aden Branch	0	1	0	0	0	0	0-100-0-0-0-0
200	L2S1	FC_2014_238	50	35.57905	-83.578	Lean-to Site 1	0	0	0	1	0	0	0-0-0-100-0-0
201	LRS1	LR_2013_001	30	35.592602	-83.511766	Little River Site 1	0	0	0	1	0	0	0-0-0-100-0-0
202	LTGA11	GA11-001	30	34.946254	-83.453083	Keener Creek	0	0.996733333	0	0.003266667	0	0	0-99.7-0-0.3-0-0
203	LTNC10	WRC113-001	20	35.0511015	-83.308477	UT Tessentee Creek	0	1	0	0	0	0	0-100-0-0-0-0
204	LTNC100	WRC091-001	20	35.2377037	-84.0580182	(A) Tipton Creek (incl. trib.)	0.001	0.99875	0	2.00E-04	0	0	0.1-99.9-0-0-0-0
205	LTNC101	WRC092-001	20	35.0634056	-83.2739161	Bennies Branch	0.0814	0.8397	0	0.0774	0	0.0015	8.1-84-0-7.7-0-0.2
206	LTNC102	WRC093-001	20	35.089675	-83.189961	Big Creek	0.22535	0.5586	0	0.2134	0	0.00265	22.5-55.9-0-21.3-0-0.3
207	LTNC103	WRC095-001	20	35.1016582	-83.2430469	Brush Creek	0.1628	0.79335	0	0.04345	0	0.00045	16.3-79.3-0-4.3-0-0
208	LTNC104	WRC096-001	20	35.2257112	-83.2384502	Bryson Branch	0	0.99115	0	0.00885	0	0	0-99.1-0-0.9-0-0
209	LTNC105	WRC098-001	20	35.1037626	-83.2902498	Crow Creek	0.938	0.0517	0	0.01015	0	5.00E-05	93.8-5.2-0-1-0-0
211	LTNC107	WRC380A-001	33	35.2204377	-83.0327662	Flat Creek (above falls)	0.057393939	0.182090909	0	0.680151515	0	0.080393939	5.7-18.2-0-68-0-8
212	LTNC108	WRC381-001	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0	0.336421053	0	0.663578947	0	0	0-33.6-0-66.4-0-0
213	LTNC109	D901-001	35	35.289958	-83.293475	Bettys Branch	0	1	0	0	0	0	0-100-0-0-0-0
214	LTNC11	WRC293-001	20	35.1970383	-82.9847656	Bracken Creek	0.6208	0.00185	0	0.25755	0	0.11975	62.1-0.2-0-25.8-0-12
215	LTNC110	D902-001	20	35.282125	-83.265064	Tatham Creek	0	1	0	0	0	0	0-100-0-0-0-0
216	LTNC111	D903-001	30	35.248756	-83.267727	Shell Branch	0	0.999766667	0	0.000233333	0	0	0-100-0-0-0-0
217	LTNC112	D906-001	39	35.302122	-83.372431	Huckleberry Creek	0	0.969358974	0	0.030641026	0	0	0-96.9-0-3.1-0-0
218	LTNC113	D907-001	36	35.302543	-83.341682	Beasley Creek	0	0.999805556	0	0.000194444	0	0	0-100-0-0-0-0
219	LTNC12	WRC295-001	20	35.2826209	-82.9853557	Charley Creek	0.0034	0.93635	0	0.04845	0	0.01175	0.3-93.6-0-4.8-0-1.2
220	LTNC13	WRC296-001	20	35.2201	-82.95806	Cold Creek	0.44055	0.43735	0	0.0403	0	0.08155	44.1-43.7-0-4-0-8.2
221	LTNC14	WRC302-001	20	35.2028632	-83.1893383	Gem Creek	5.00E-05	0.9846	0	0.01485	0	0.00045	0-98.5-0-1.5-0-0
