ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	Data
79	OHNK35	WRC136-001	20	36.2409489	-81.538227	Gap Creek	0	0	7.00E-04	0.89935	0.0999	0-0-0.1-89.9-10
81	OHNK37	WRC139-001	19	36.371606	-81.712475	Hoskins Fork	0	0.011157895	0.001315789	0.953315789	0.034368421	0-1.1-0.1-95.3-3.4
82	OHNK38	WRC140-001	20	36.5535323	-81.513874	Jerd Branch	0	0.99975	0.00025	0	0	0-100-0-0-0
83	OHNK39	WRC141-001	20	36.2687846	-81.7183243	Jones Branch	0	0	0	0.99615	0.00385	0-0-0-99.6-0.4
84	OHNK4	WRC122-001	20	36.1726689	-81.6925992	(C) Winkler Creek (above old Impoundment)	0	0	0	0.99705	0.00295	0-0-0-99.7-0.3
85	OHNK40	WRC142-001	20	36.5283912	-81.6843392	Kilby Creek	0	0.0011	0.0136	0.2668	0.71835	0-0.1-1.4-26.7-71.8
87	OHNK42	WRC145-001	20	36.424392	-81.197458	Meadow Fork	0	0.00015	0	0.6838	0.31605	0-0-0-68.4-31.6
89	OHNK44	WRC148-001	20	36.2362881	-81.6642773	Norris Branch	0	3.00E-04	0.0069	0.6599	0.33295	0-0-0.7-66-33.3
90	OHNK45	WRC149-001	19	36.2825932	-81.6830482	Norris Fork	0	0.072789474	0	0.870105263	0.057105263	0-7.3-0-87-5.7
93	OHNK48	WRC155-001	20	36.3041046	-81.650166	Rittle Fork	0	0	0	0.9935	0.0065	0-0-0-99.4-0.7
94	OHNK49	WRC157-001	20	36.5053588	-81.5980255	Roaring Branch	0	0	0.00035	0.3017	0.69795	0-0-0-30.2-69.8
95	OHNK5	WRC123-001	20	36.1752544	-81.6899697	(C) Winkler Creek (between old & new impoundments)	0	0.0149	0.00285	0.94985	0.0324	0-1.5-0.3-95-3.2
96	OHNK50	WRC158-001	20	36.5147638	-81.653585	Roaring Fork	0	0.62635	0.3699	0.00115	0.0027	0-62.6-37-0.1-0.3
98	OHNK52	WRC160-001	20	36.455572	-81.697383	Roundabout Creek	0	0.39815	0.13895	0.44055	0.02225	0-39.8-13.9-44.1-2.2
99	OHNK53	WRC162-001	20	36.3749868	-81.5996959	Skin Camp Branch	0	0	0	1	0	0-0-0-100-0
100	OHNK54	WRC163-001	20	36.354175	-81.676697	Snyder Branch	0	0.14875	2.00E-04	0.8316	0.0194	0-14.9-0-83.2-1.9
102	OHNK56	WRC166-001	19	36.146241	-81.647147	UT Aho Branch	0	0.028894737	0	0.691473684	0.279526316	0-2.9-0-69.1-28
103	OHNK57	WRC169-001	20	36.547918	-81.6603131	UT Big Laurel Creek ( Below Flatwood )	0	0.11225	0.13765	0.1904	0.55965	0-11.2-13.8-19-56
104	OHNK58	WRC170-001	20	36.5547494	-81.6693876	UT Big Laurel Creek ( Denny Hollow )	0	0.2132	0.0498	0.2398	0.49715	0-21.3-5-24-49.7
105	OHNK59	WRC171-001	20	36.395783	-81.531642	UT Buffalo Creek (@ Buck Mtn.)	0	0.00025	0.00205	0.98285	0.0149	0-0-0.2-98.3-1.5
106	OHNK6	WRC124-001	20	36.3573423	-81.6159101	Bald Fork	0	0	0	1	0	0-0-0-100-0
110	OHNK63	WRC176-001	20	36.139162	-81.6672204	UT Middle Fork New River (@substation)	0	0	0	0.9072	0.0928	0-0-0-90.7-9.3
111	OHNK64	WRC178-001	20	36.4802743	-81.4765576	UT North Fork New River	0	0.18455	0.23185	0.2041	0.3796	0-18.5-23.2-20.4-38
112	OHNK65	WRC179-001	20	36.42683	-81.613394	UT North Fork New River (@ Creston)	0	0.1869	1.00E-04	0.7682	0.0447	0-18.7-0-76.8-4.5
113	OHNK66	WRC183-001	20	36.332893	-81.4599757	UT South Fork New River	0	0.07285	0	0.91955	0.0076	0-7.3-0-92-0.8
115	OHNK68	WRC187-001	19	36.4039791	-81.2784303	Wolf Branch	0	0.036736842	5.26E-05	0.963052632	0.000157895	0-3.7-0-96.3-0
116	OHNK69	D701-001	22	36.3169623	-81.7013383	UT Meat Camp Creek	0	4.55E-05	0	0.998454545	0.0015	0-0-0-99.8-0.2
117	OHNK7	WRC126-001	20	36.5626706	-81.6665957	Big Laurel Creek	0	0.00695	0.1585	0.31245	0.52185	0-0.7-15.9-31.2-52.2
119	OHNK71	D703-001	24	36.1541123	-81.6276005	Aho Branch	0	0	0	0.999875	0.000125	0-0-0-100-0
120	OHNK8	WRC130-001	20	36.2638257	-81.5339435	Cranberry Creek	0	0	0	0.9846	0.0154	0-0-0-98.5-1.5
121	OHNK9	WRC132-001	20	36.2838079	-81.4351735	East Fork Pine Swamp Creek	0	0	0	0.99735	0.00265	0-0-0-99.7-0.3
122	PFBNC124	WRC336-001	20	36.3592958	-81.719256	UT Hoskins Fork	0	0.10515	0.00155	0.70965	0.18355	0-10.5-0.2-71-18.4
123	PFBNC76	WRC332-001	20	36.3083612	-81.6702018	Little Creek	0	0.0092	0.00045	0.92265	0.0677	0-0.9-0-92.3-6.8
124	SnakeCreek	VA12-001	20	36.678723	-80.657286	Snake Creek	0	0	1.00E-04	0.9999	0	0-0-0-100-0
125	StandrockBranch	VA13-001	20	37.196585	-80.893499	Standrock Branch	0	0.00715	2.00E-04	0.9894	0.0032	0-0.7-0-98.9-0.3
126	ToryCreek	VA14-001	18	36.744527	-80.493856	Tory Creek	0	0	0	0.997611111	0.002388889	0-0-0-99.8-0.2
128	GA13	GA13-001	30	34.769548	-84.033267	Bryant Creek	0	0	0	0.000266667	0.999733333	0-0-0-0-100
129	GA14	GA14-001	40	34.767345	-83.993942	Logan Creek	0	0	0	0	1	0-0-0-0-100
130	GCS1	LR_2013_121	29	35.591956	-83.516187	Grouse Creek Site 1	0	0	0	3.45E-05	0.999965517	0-0-0-0-100
131	GPS1	FC_2014_001	40	35.594153	-83.561233	Goshen Prong Site 1	0	0	0	0	1	0-0-0-0-100
132	GPS4	FC_2014_096	50	35.5834	-83.544	Goshen Prong Site 4	0	0	0	0	1	0-0-0-0-100
133	GRSML1	GRSML1-001	48	35.591	-83.5744	Fish Camp Run	0	0	0	0	1	0-0-0-0-100
136	GRSML22	GS35-001	30	35.62383817	-83.64181971	Marks Creek	0	0	0	0	1	0-0-0-0-100
137	GRSML3	GRSML3-001	35	35.5879	-83.6316	Indian Flats	0	0.075457143	0.044685714	0.010514286	0.869142857	0-7.5-4.5-1.1-86.9
138	GRSML4	GRSML4-001	49	35.6509	-83.6281	Mannis Branch	0	0	0	0	1	0-0-0-0-100
139	GRSML5	GRSML5-001	24	35.5899	-83.5662	Silers's Creek	0	0	0	0	1	0-0-0-0-100
140	GRSML6	GRSML6-1001	76	35.5899	-83.5662	Silers's Creek (4,9,10)	0	0	0	0	1	0-0-0-0-100
142	GRSMP1	GRSMP1-001	47	35.6521	-83.1689	Lost Bottoms	0	0	0	0	1	0-0-0-0-100
143	GRSMP10	GRSMP10-001	21	35.62527	-83.47016	Road Prong	0	0	0	0	1	0-0-0-0-100
144	GRSMP11	GRSMP11-001	34	35.75969	-83.19495	Tom?s Creek	0	0	0	0	1	0-0-0-0-100
145	GRSMP12	GRSMP12-001	32	35.7389	-83.2783	Indian Camp Creek	0	0	0	0	1	0-0-0-0-100
146	GRSMP13	GRSMP13-001	25	35.67001	-83.09951	Little Cataloochee Creek	0	0	0	0	1	0-0-0-0-100
147	GRSMP14	GRSMP14-001	28	35.6767	-83.08874	Correll Branch	0	0	0	0	1	0-0-0-0-100
148	GRSMP16	GRSMP16-001	40	35.7608	-83.19703	Toms Creek	0	0	0	0	1	0-0-0-0-100
149	GRSMP17	GRSMP17-009	16	35.76479	-83.25353	Greenbrier Creek	0	0	0	0.00025	0.99975	0-0-0-0-100
150	GRSMP18	GRSMP18-009	16	35.73785	-83.27838	Indian Camp Creek	0	0	0	0	1	0-0-0-0-100
152	GRSMP2	GRSMP2-001	32	35.7671	-83.2023	Cosby Creek	0	0	0	0	1	0-0-0-0-100
153	GRSMP20	GS34-001	30	35.62745	-83.40842	Kephart Branch	0	0	0	6.67E-05	0.999933333	0-0-0-0-100
157	GRSMP24	GS37-001	30	35.62274826	-83.42144591	Walker Camp Prong	0	0.388966667	0.023933333	0.041766667	0.5452	0-38.9-2.4-4.2-54.5
158	GRSMP25	GS38-001	28	35.7456837	-83.215988	Rock Creek	0	0	0	0	1	0-0-0-0-100
159	GRSMP26	GS39-001	30	35.69511594	-83.32153141	Buck Fork	0	0	0.0333	0.898233333	0.068466667	0-0-3.3-89.8-6.8
160	GRSMP27	GS43-001	30	35.69182448	-83.31598851	Chapman Prong	0	0	0	0.966533333	0.033466667	0-0-0-96.7-3.3
162	GRSMP29	GS55-002	30	35.64431163	-83.0726446	Winding Stair	0	0	0	0	1	0-0-0-0-100
163	GRSMP3	GRSMP3-033	48	35.7671	-83.2023	Cosby Creek	0	0	2.08E-05	0	0.999958333	0-0-0-0-100
164	GRSMP30	GS56-002	30	35.59985518	-83.1308236	Hurricane Creek	0	5.00E-04	0	3.33E-05	0.999466667	0-0.1-0-0-99.9
165	GRSMP31	GS57-002	30	35.6021498	-83.16291579	Bear Branch	0	0	0	0	1	0-0-0-0-100
166	GRSMP32	GS58-002	30	35.67181836	-83.13536468	Pretty Hollow	0	0	0	0	1	0-0-0-0-100
167	GRSMP33	GS59-002	30	35.60188	-83.16237872	Horse Creek	0	0	0	6.67E-05	0.999933333	0-0-0-0-100
168	GRSMP34	GS60-002	30	35.61488345	-83.14599307	Messer Branch	0	0	3.33E-05	6.67E-05	0.999933333	0-0-0-0-100
169	GRSMP35	GS61-002	29	35.61336491	-83.0939906	Sag Branch	0	0	0	0	1	0-0-0-0-100
170	GRSMP36	GS62-002	29	35.57193744	-83.12570343	Caldwell Fork	0	0	0	3.45E-05	0.999965517	0-0-0-0-100
171	GRSMP37	GS63-002	30	35.67180283	-83.13877789	Onion Bed	0	0	0	0.026533333	0.973466667	0-0-0-2.7-97.3
172	GRSMP38	GS64-002	30	35.57635336	-83.12628358	Straight Creek	0	0	0	0.0015	0.9985	0-0-0-0.2-99.9
173	GRSMP39	GS65-002	30	35.59419869	-83.0987225	McKee Branch	0	0	0	3.33E-05	0.999966667	0-0-0-0-100
174	GRSMP4	GRSMP4-001	28	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	1	0-0-0-0-100
175	GRSMP5	GRSMP5-035	27	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	1	0-0-0-0-100
176	GRSMP6	GRSMP6-001	33	35.7389	-83.2783	Indian Camp Creek	0	0	0	0.000787879	0.999212121	0-0-0-0.1-99.9
177	GRSMP8	GRSMP8-001	25	35.7671	-83.2023	Cosby Creek	0	0	0	0	1	0-0-0-0-100
178	GRSMP9	GRSMP9-001	34	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	1	0-0-0-0-100
179	GRSMT1	GRSMT1-001	49	35.5563	-83.1677	Bunches Creek	0	0	0	0.843	0.157	0-0-0-84.3-15.7
180	GRSMT2	GRSMT2-001	50	35.5667	-83.18	Flatt Creek	0	0	0	0.81684	0.18314	0-0-0-81.7-18.3
181	GRSMT22	GS36-001	28	35.61986728	-83.23039471	Hyatt Creek	0	3.57E-05	3.57E-05	0.999642857	0.000285714	0-0-0-100-0
182	GRSMT23	GS40-001	29	35.58476105	-83.42515628	RF Deep Creek	0	0	0	1	0	0-0-0-100-0
183	GRSMT24	GS41-001	30	35.58503691	-83.42667635	Sahlee Creek	0	0	0	1	0	0-0-0-100-0
184	GRSMT25	GS42-001	30	35.55528252	-83.47670642	Noland Creek	0	0	0	1	0	0-0-0-100-0
185	GRSMT26	GS44-001	31	35.49706343	-83.65659546	Cold Springs Branch	0	0	0	1	0	0-0-0-100-0
186	GRSMT27	GS45-001	30	35.51194438	-83.69720183	Haw Gap Branch	0	0	0	1	0	0-0-0-100-0
187	GRSMT28	GS46-001	29	35.54112558	-83.67636608	Desolation Branch	0	0	0	1	0	0-0-0-100-0
188	GRSMT29	GS47-001	30	35.54053482	-83.6708987	Defeat Branch	0	0	0	1	0	0-0-0-100-0
189	GRSMT3	GRSMT3-001	40	35.5341	-83.5446	Huggin's Creek	0	0.1331	0.00295	0.7979	0.06595	0-13.3-0.3-79.8-6.6
190	GRSMT30	GS49-002	30	35.62001761	-83.33050789	Louie Camp Branch	0	0	0	1	0	0-0-0-100-0
191	GRSMT31	GS50-002	30	35.61226789	-83.26422737	Enloe Creek	0	3.33E-05	0.0686	0.927033333	0.004333333	0-0-6.9-92.7-0.4
192	GRSMT32	GS51-002	30	35.62431103	-83.32617226	Bearwallow Branch	0	0.001	0.025566667	0.938566667	0.034866667	0-0.1-2.6-93.9-3.5
193	GRSMT33	GS52-002	30	35.63332387	-83.32996679	Chasm Prong	0	0	0	0.999866667	1.00E-04	0-0-0-100-0
194	GRSMT34	GS53-001	30	35.64340742	-83.25582982	R. Fork Raven Fork	0	9.00E-04	0.019666667	0.963033333	0.0164	0-0.1-2-96.3-1.6
195	GRSMT35	GS54-002	30	35.64491771	-83.32894523	Gulf Prong	0	0	0	0.993833333	0.006166667	0-0-0-99.4-0.6
197	GRSMT5	GRSMT5-001	47	35.4858	-83.5926	Bear Creek	0	0.016914894	0.004531915	0.93006383	0.048468085	0-1.7-0.5-93-4.8
198	GRSMT6	GRSMT6-001	25	35.58628	-83.36516	Kanati Fork	0	0	0	1	0	0-0-0-100-0
199	GRSMT7	GRSMT7-001	22	35.59933	-83.39906	Aden Branch	0	0	0	1	0	0-0-0-100-0
200	L2S1	FC_2014_238	50	35.57905	-83.578	Lean-to Site 1	0	0	0	0	1	0-0-0-0-100
201	LRS1	LR_2013_001	30	35.592602	-83.511766	Little River Site 1	0	0	0	3.33E-05	0.999966667	0-0-0-0-100
202	LTGA11	GA11-001	30	34.946254	-83.453083	Keener Creek	0	0	0	0.985633333	0.014366667	0-0-0-98.6-1.4
203	LTNC10	WRC113-001	20	35.0511015	-83.308477	UT Tessentee Creek	0	0	0	1	0	0-0-0-100-0
204	LTNC100	WRC091-001	20	35.2377037	-84.0580182	(A) Tipton Creek (incl. trib.)	0	0.0017	0	0.99815	0.00015	0-0.2-0-99.8-0
205	LTNC101	WRC092-001	20	35.0634056	-83.2739161	Bennies Branch	0	0.0809	0.0018	0.8688	0.04845	0-8.1-0.2-86.9-4.8
206	LTNC102	WRC093-001	20	35.089675	-83.189961	Big Creek	0	0.2191	0.00165	0.5574	0.22165	0-21.9-0.2-55.7-22.2
207	LTNC103	WRC095-001	20	35.1016582	-83.2430469	Brush Creek	0	0.15135	0.00055	0.81705	0.03105	0-15.1-0.1-81.7-3.1
208	LTNC104	WRC096-001	20	35.2257112	-83.2384502	Bryson Branch	0	0	0	0.99425	0.00575	0-0-0-99.4-0.6
209	LTNC105	WRC098-001	20	35.1037626	-83.2902498	Crow Creek	0	0.94485	0	0.0513	0.00375	0-94.5-0-5.1-0.4
211	LTNC107	WRC380A-001	33	35.2204377	-83.0327662	Flat Creek (above falls)	0	0.061212121	0.080363636	0.235030303	0.623272727	0-6.1-8-23.5-62.3
212	LTNC108	WRC381-001	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0	0	0	0.613947368	0.386052632	0-0-0-61.4-38.6
213	LTNC109	D901-001	35	35.289958	-83.293475	Bettys Branch	0	0	0	1	0	0-0-0-100-0
214	LTNC11	WRC293-001	20	35.1970383	-82.9847656	Bracken Creek	0	0.63325	0.1272	0.0026	0.2368	0-63.3-12.7-0.3-23.7
215	LTNC110	D902-001	20	35.282125	-83.265064	Tatham Creek	0	0	0	1	0	0-0-0-100-0
216	LTNC111	D903-001	30	35.248756	-83.267727	Shell Branch	0	0	0	0.9999	1.00E-04	0-0-0-100-0
217	LTNC112	D906-001	39	35.302122	-83.372431	Huckleberry Creek	0	0	0	0.970974359	0.029025641	0-0-0-97.1-2.9
218	LTNC113	D907-001	36	35.302543	-83.341682	Beasley Creek	0	0	0	0.998805556	0.001194444	0-0-0-99.9-0.1
219	LTNC12	WRC295-001	20	35.2826209	-82.9853557	Charley Creek	0	0.00215	0.00695	0.9497	0.04115	0-0.2-0.7-95-4.1
220	LTNC13	WRC296-001	20	35.2201	-82.95806	Cold Creek	0	0.4232	0.07335	0.49755	0.00575	0-42.3-7.3-49.8-0.6
221	LTNC14	WRC302-001	20	35.2028632	-83.1893383	Gem Creek	0	1.00E-04	3.00E-04	0.98305	0.01655	0-0-0-98.3-1.7
222	LTNC15	WRC306-001	20	35.2788805	-83.0250111	Jeff Creek	0	0	0	0.7749	0.2251	0-0-0-77.5-22.5
223	LTNC16	WRC308-001	20	35.2016225	-83.2125065	Little Pine Creek	0	0.5055	0.0066	0.4377	0.05015	0-50.6-0.7-43.8-5
224	LTNC17	WRC310-001	20	35.2564608	-83.1336517	Mill Creek	0	4.00E-04	5.00E-04	0.9976	0.00145	0-0-0.1-99.8-0.1
225	LTNC18	WRC311-001	20	35.167814	-83.1852347	Mill Creek	0	0.60545	0.00575	0.28725	0.10145	0-60.5-0.6-28.7-10.1
226	LTNC19	WRC318-001	20	35.2766748	-83.0144098	Sols Creek	0	0.20765	0.0244	0.7267	0.0411	0-20.8-2.4-72.7-4.1
227	LTNC2	NC02-001	42	35.48692	-83.18631	Soco Creek	0	0	0	0.90697619	0.09302381	0-0-0-90.7-9.3
229	LTNC21	WRC322-001	20	35.2096888	-83.1164218	Trout Creek	0	0.562	0.41805	0.0149	0.0051	0-56.2-41.8-1.5-0.5
230	LTNC22	WRC119-001	20	35.2551992	-83.5906381	UT Otter Creek	0	0	0	0.41025	0.58975	0-0-0-41-59
231	LTNC23	WRC022-001	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0	0	0	1	0	0-0-0-100-0
232	LTNC24	WRC120-001	20	35.023508	-83.487356	Yellow Patch Branch	0	0.0645	0.0025	0.44925	0.48385	0-6.5-0.3-44.9-48.4
233	LTNC25	WRC023-001	20	35.2455342	-83.8856125	Bear Creek	0	0	0	1	0	0-0-0-100-0
234	LTNC26	WRC025-001	20	35.3259869	-83.9640204	Wright Creek	0	0	0	0.9967	0.00325	0-0-0-99.7-0.3
235	LTNC27	NC04-001	40	35.5288	-83.1922	Madcap Branch	0	0	0	1	0	0-0-0-100-0
