ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
18	GA21	[GA21-001]	30	34.79557	-83.653437	Left Fork Soque River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957	0	0	0	0	0	0	0	0.043	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.7-0-0-0-0-0-0-0-4.3
19	GUNR1	[GUNR1-01]	50	39.5981	-76.6531	Panther Branch	0	0.156	0	0	0	0	0	0	0	0	0	0.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0-15.6-0-0-0-0-0-0-0-0-0-38.4-0-0-0-0-0-0-0-0-0-0-0-0-0-46
20	GUNR2	[GUNR2-01]	50	39.658	-76.8139	Indian Run	0	0	0	0	0	0	0	0	0	0	0	0.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0-0-0-0-0-0-0-0-0-0-0-91.9-0-0-0-0-0-0-0-0-0-0-0-0-0-8.1
23	SUSR4	[SUSR4-001]	100	39.6481	-76.4454	Rock Hollow Run	0	0	0	0	0	0	0	0	0	0	0	0	0.791	0	0	0	0	0	0	0	0	0	0	0	0	0.209	0-0-0-0-0-0-0-0-0-0-0-0-79.1-0-0-0-0-0-0-0-0-0-0-0-0-20.9
24	SUSR5	[SUSR5-001]	50	39.6295	-76.4209	Kellogg Branch	0	0	0	0	0	0	0	0	0	0	0	0	0.783	0	0	0	0	0	0	0	0	0	0	0	0	0.217	0-0-0-0-0-0-0-0-0-0-0-0-78.3-0-0-0-0-0-0-0-0-0-0-0-0-21.7
25	SUSR6	[SUSR6-001]	50	39.6438	-76.479	Spooners Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.811	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0-0-0-0-0-0-0-0-0-0-0-0-81.1-0-0-0-0-0-0-0-0-0-0-0-0-18.9
26	CATO1	[CATO1-01]	47	39.6349	-77.4789	Big Hunting Creek	0	0.591	0	0	0	0	0	0	0	0	0	0.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282	0-59.1-0-0-0-0-0-0-0-0-0-12.7-0-0-0-0-0-0-0-0-0-0-0-0-0-28.2
27	CATO2	[CATO2-01]	49	39.6632	-77.4804	Owens Creek	0	0	0	0	0	0	0	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0-0-0-0-0-0-0-77.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-22.4
28	CATO3	[CATO3-01]	32	39.6363	-77.45	Still Creek	0	0	0	0	0	0	0	0.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475	0-0-0-0-0-0-0-52.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-47.5
29	CATO4	[CATO4-01]	38	39.5432	-77.4647	Right Fork Fishing Creek	0	0	0	0	0	0	0	0.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154	0-0-0-0-0-0-0-84.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.4
30	CATO5	[CATO5-01]	48	39.5327	-77.4752	Left Fork Fishing Creek	0	0	0	0	0	0	0	0.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0-0-0-0-0-0-0-81.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.2
31	POMR1	[POMR1-01]	47	39.4734	-77.4152	Tuscarora Creek	0	0.102	0	0	0	0	0	0.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439	0-10.2-0-0-0-0-0-45.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-43.9
32	BearCreek	[VA05-001]	20	36.737334	-80.58159	Bear Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883	0	0.117	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.3-0-11.7
33	BigReedIslandCr	[VA07-001]	20	36.674994	-80.521569	Big Reed Island Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666	0	0.334	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66.6-0-33.4
35	EFDryRun	[VA09-001]	20	36.771983	-81.164966	EF Dry Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0	0.15	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85-0-15
37	NFStonyCreek	[VA11-002]	19	37.43226	-80.553248	NF Stony Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731	0	0.269	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-73.1-0-26.9
38	OHCK1	[OHCK1-01]	25	38.23711	-80.34118	Byrd Branch	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356	0	0.51	0-0-13.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-35.6-0-51
39	OHCK2	[OHCK2-01]	49	38.24175	-80.37169	Dogway Fork	0	0	0.168	0	0	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324	0	0.385	0-0-16.8-0-0-12.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.4-0-38.5
40	OHGK1	[OHGK1-01]	50	38.58315	-79.66737	Walderman Run	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498	0	0.4	0-0-0-0-0-0-0-0-10.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-49.8-0-40
41	OHGK2	[OHGK2-01]	49	38.39899	-79.74983	Sutton Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794	0	0.206	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-79.4-0-20.6
42	OHGK3	[OHGK3-001]	27	38.65128	-79.65491	EF Greenbrier Headwater	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409	0	0.469	0-12.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.9-0-46.9
43	OHGK4	[OHGK4-001]	30	38.62221	-79.68543	Mullenox Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495	0	0.505	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-49.5-0-50.5
44	OHGK5	[OHGK5-001]	23	38.61545	-79.67927	Abes Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551	0	0.449	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-55.1-0-44.9
45	OHGK6	[OHGK6-001]	19	38.57618	-79.70156	Long Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581	0	0.419	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-58.1-0-41.9
46	OHGK7	[OHGK7-001]	22	38.51356	-79.7221	Little River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718	0	0.282	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-71.8-0-28.2
47	OHGK8	[OHGK8-001]	29	37.96923	-80.29571	Laurel Run	0	0	0.154	0	0	0.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0-0-15.4-0-0-64.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20.4
49	OHGN1	[OHGN1-001]	30	38.2026	-80.37271	NF Cherry River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552	0	0.448	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-55.2-0-44.8
51	OHNK1	[OHNK1-001]	30	37.91433	-81.02081	Buffalo Creek	0	0	0.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514	0	0.333	0-0-15.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-51.4-0-33.3
52	OHNK10	[WRC134-001]	20	36.4267603	-81.453945	Ezra Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695	0	0.305	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-69.5-0-30.5
53	OHNK11	[WRC137-001]	20	36.4493635	-81.0835415	Glade Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745	0	0.255	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74.5-0-25.5
54	OHNK12	[WRC144-001]	20	36.5569233	-81.6234242	Little Horse Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0	0.203	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-79.7-0-20.3
55	OHNK13	[WRC146-001]	20	36.3196431	-81.6919865	Meat Camp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794	0	0.206	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-79.4-0-20.6
57	OHNK15	[WRC151-001]	20	36.3279872	-81.6367979	Pine Orchard Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865	0	0.135	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-86.5-0-13.5
58	OHNK16	[WRC153-001]	20	36.4215314	-81.2530259	Reeves Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0.39	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-61-0-39
60	OHNK18	[WRC165-001]	20	36.255907	-81.7003412	Trivett Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673	0	0.327	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-67.3-0-32.7
61	OHNK19	[WRC167-001]	20	36.583253	-81.630069	UT Big Horse Creek (above Ripshin Branch at Va. state line)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0.08	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92-0-8
63	OHNK20	[WRC168-001]	20	36.5258384	-81.6704962	UT Big Laurel Creek ( Above Beaverponds )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0.58	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-42-0-58
64	OHNK21	[WRC172-001]	20	36.4275894	-81.285759	UT Cranberry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829	0	0.171	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.9-0-17.1
65	OHNK22	[WRC177-001]	20	36.1687212	-81.6486848	UT Middle Fork New River (@Tweetsie RR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735	0	0.265	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-73.5-0-26.5
66	OHNK23	[WRC180-001]	20	36.3346989	-81.5191582	UT Old Fields Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631	0	0.369	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-63.1-0-36.9
67	OHNK24	[WRC181-001]	20	36.318367	-81.6350545	UT Pine Orchard Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844	0	0.156	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.4-0-15.6
68	OHNK25	[WRC184-001]	20	36.3238544	-81.4823595	UT South Fork New River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845	0	0.155	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.5-0-15.5
69	OHNK26	[WRC186-001]	20	36.2661567	-81.4775217	West Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891	0	0.109	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89.1-0-10.9
70	OHNK27	[WRC188-001]	20	36.2837895	-81.4703543	Wolfpen Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883	0	0.117	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.3-0-11.7
72	OHNK29	[WRC127-001]	20	36.1556403	-81.6500868	Brown Branch	0	0	0	0	0	0	0	0	0	0	0.171	0	0	0	0	0	0	0	0	0	0	0	0	0.446	0	0.383	0-0-0-0-0-0-0-0-0-0-17.1-0-0-0-0-0-0-0-0-0-0-0-0-44.6-0-38.3
75	OHNK31	[WRC129-001]	20	36.4408513	-81.4916861	Claybank Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665	0	0.335	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66.5-0-33.5
76	OHNK32	[WRC131-001]	20	36.242154	-81.686784	Doe Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908	0	0.092	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.8-0-9.2
77	OHNK33	[WRC133-001]	20	36.5054486	-81.6451105	East Fork Roaring Fork	0	0	0.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0.546	0-0-17.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28-0-54.6
78	OHNK34	[WRC135-001]	20	36.4266562	-81.4539442	Ezra Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676	0	0.324	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-67.6-0-32.4
79	OHNK35	[WRC136-001]	20	36.2409489	-81.538227	Gap Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748	0	0.252	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74.8-0-25.2
81	OHNK37	[WRC139-001]	19	36.371606	-81.712475	Hoskins Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.412	0	0.588	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-41.2-0-58.8
82	OHNK38	[WRC140-001]	20	36.5535323	-81.513874	Jerd Branch	0	0	0.398	0	0	0.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178	0-0-39.8-0-0-42.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-17.8
83	OHNK39	[WRC141-001]	20	36.2687846	-81.7183243	Jones Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556	0	0.444	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-55.6-0-44.4
84	OHNK4	[WRC122-001]	20	36.1726689	-81.6925992	(C) Winkler Creek (above old Impoundment)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865	0	0.135	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-86.5-0-13.5
85	OHNK40	[WRC142-001]	20	36.5283912	-81.6843392	Kilby Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528	0	0.472	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-52.8-0-47.2
87	OHNK42	[WRC145-001]	20	36.424392	-81.197458	Meadow Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0.387	0	0.468	0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.5-0-0-0-0-0-0-0-0-38.7-0-46.8
89	OHNK44	[WRC148-001]	20	36.2362881	-81.6642773	Norris Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0.667	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-33.3-0-66.7
90	OHNK45	[WRC149-001]	19	36.2825932	-81.6830482	Norris Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.747	0	0.253	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74.7-0-25.3
93	OHNK48	[WRC155-001]	20	36.3041046	-81.650166	Rittle Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849	0	0.151	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.9-0-15.1
94	OHNK49	[WRC157-001]	20	36.5053588	-81.5980255	Roaring Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581	0	0.419	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-58.1-0-41.9
95	OHNK5	[WRC123-001]	20	36.1752544	-81.6899697	(C) Winkler Creek (between old & new impoundments)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804	0	0.196	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-80.4-0-19.6
96	OHNK50	[WRC158-001]	20	36.5147638	-81.653585	Roaring Fork	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0	0	0	0	0.438	0	0		0	0.388	0-0-0-0-0-0-0-0-0-0-0-0-17.4-0-0-0-0-0-0-0-43.8-0-0-0-0-38.8
98	OHNK52	[WRC160-001]	20	36.455572	-81.697383	Roundabout Creek	0	0	0.241	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0	0.48	0-0-24.1-0-0-13.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.4-0-48
99	OHNK53	[WRC162-001]	20	36.3749868	-81.5996959	Skin Camp Branch	0.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0.246	75.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.6
100	OHNK54	[WRC163-001]	20	36.354175	-81.676697	Snyder Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487	0	0.513	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-48.7-0-51.3
102	OHNK56	[WRC166-001]	19	36.146241	-81.647147	UT Aho Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606	0	0.394	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-60.6-0-39.4
103	OHNK57	[WRC169-001]	20	36.547918	-81.6603131	UT Big Laurel Creek ( Below Flatwood )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479	0	0.521	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-47.9-0-52.1
104	OHNK58	[WRC170-001]	20	36.5547494	-81.6693876	UT Big Laurel Creek ( Denny Hollow )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0.38	0	0.511	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.9-0-0-38-0-51.1
105	OHNK59	[WRC171-001]	20	36.395783	-81.531642	UT Buffalo Creek (@ Buck Mtn.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.706	0	0.294	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-70.6-0-29.4
106	OHNK6	[WRC124-001]	20	36.3573423	-81.6159101	Bald Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0.595	0	0.185	0-0-0-0-0-0-0-0-0-0-0-0-0-0-22-0-0-0-0-0-0-0-0-59.5-0-18.5
110	OHNK63	[WRC176-001]	20	36.139162	-81.6672204	UT Middle Fork New River (@substation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781	0	0.219	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78.1-0-21.9
111	OHNK64	[WRC178-001]	20	36.4802743	-81.4765576	UT North Fork New River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472	0	0.528	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-47.2-0-52.8
112	OHNK65	[WRC179-001]	20	36.42683	-81.613394	UT North Fork New River (@ Creston)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0.448	0	0.442	0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-0-0-0-0-0-44.8-0-44.2
