state	county	town	dot_district	huc12_name	ej_criteria	featureid
Vermont	Bennington	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477681
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477552
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477552
Massachusetts	Franklin	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477717
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477717
Massachusetts	Bennington	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477717
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477717
Vermont	Franklin	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477717
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477717
Vermont	Bennington	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477717
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477717
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477783
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477783
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477569
Massachusetts	Franklin	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477569
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477647
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477647
Massachusetts	Franklin	Whitingham	MA-1	Pelham Brook and Deerfield River	None	201477574
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477574
Massachusetts	Windham	Whitingham	MA-1	Pelham Brook and Deerfield River	None	201477574
Massachusetts	Windham	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477574
Vermont	Franklin	Whitingham	VT-1	Pelham Brook and Deerfield River	None	201477574
Vermont	Franklin	Rowe	VT-1	Pelham Brook and Deerfield River	None	201477574
Vermont	Windham	Whitingham	VT-1	Pelham Brook and Deerfield River	None	201477574
Vermont	Windham	Rowe	VT-1	Pelham Brook and Deerfield River	None	201477574
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477603
Massachusetts	Franklin	Rowe	MA-1	Taylor Brook and North River	None	201477603
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477625
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477659
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477659
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477659
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477659
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477610
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477610
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477610
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477610
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477935
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477623
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477600
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477596
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477596
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477595
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477597
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477597
Massachusetts	Franklin	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477697
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477697
Massachusetts	Bennington	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477697
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477697
Vermont	Franklin	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477697
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477697
Vermont	Bennington	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477697
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477697
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477650
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477604
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477685
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477683
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477683
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477641
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477641
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477641
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477641
Massachusetts	Franklin	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Berkshire	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Bennington	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Bennington	Florida	MA-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Franklin	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Franklin	Florida	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Berkshire	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Berkshire	Florida	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Berkshire	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Bennington	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Bennington	Florida	VT-1	Pelham Brook and Deerfield River	None	201477666
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477666
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477626
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477626
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477657
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477622
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477779
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477720
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477780
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477712
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477839
Massachusetts	Franklin	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Berkshire	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Bennington	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Bennington	Florida	MA-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Franklin	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Franklin	Florida	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Berkshire	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Berkshire	Florida	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Berkshire	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Bennington	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Bennington	Florida	VT-1	Pelham Brook and Deerfield River	None	201477665
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477665
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477682
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477699
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477699
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477684
Massachusetts	Franklin	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477837
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477837
Massachusetts	Bennington	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477837
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477837
Vermont	Franklin	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477837
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477837
Vermont	Bennington	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477837
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477837
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477744
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477680
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477680
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477680
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477680
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477733
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477733
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477733
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477733
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477781
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477781
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477781
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477781
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477873
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477873
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477873
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477873
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477883
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477822
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477822
Massachusetts	Franklin	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477738
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477738
Massachusetts	Bennington	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477738
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477738
Vermont	Franklin	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477738
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477738
Vermont	Bennington	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477738
Vermont	Bennington	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477738
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477832
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477832
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477832
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477768
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477723
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477769
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477737
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477748
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477743
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477722
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477790
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477772
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477782
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201477896
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477763
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477785
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477785
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477831
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477831
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477778
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477778
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477778
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477778
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477789
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477830
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477773
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477791
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477791
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477791
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477791
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477804
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477844
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477844
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477859
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477859
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477859
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477859
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477939
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477939
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477939
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477814
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201478011
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201478011
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478011
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477818
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477850
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477884
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477976
Massachusetts	Franklin	Charlemont	MA-1	Taylor Brook and North River	None	201477976
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477976
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201477897
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201477897
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201477919
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477957
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477957
Massachusetts	Franklin	Greenfield	MA-1	Lower Green River	None	201477957
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477957
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477957
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477957
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201477918
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477974
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477874
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477849
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477849
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477836
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477880
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Berkshire	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478079
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477870
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477870
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477870
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477870
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477940
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477838
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478033
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478058
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477882
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478070
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477900
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477980
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477890
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201477922
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477922
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201477922
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477922
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477892
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477936
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477889
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478000
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201478000
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477909
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477909
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477913
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477913
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477962
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478010
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477975
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478008
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478121
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477956
Massachusetts	Franklin	Greenfield	MA-1	Lower Green River	None	201477956
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201477956
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477956
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201477956
Massachusetts	Franklin	Shelburne	MA-2	Lower Green River	None	201477956
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477963
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201478057
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478057
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478034
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478005
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478005
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478076
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478076
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478044
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478063
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478063
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201477999
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478028
Massachusetts	Franklin	Charlemont	MA-1	Mill Brook and Deerfield River	None	201478191
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478191
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201478191
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478012
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Berkshire	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478085
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478049
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478108
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478135
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478060
Massachusetts	Franklin	Charlemont	MA-1	Mill Brook and Deerfield River	None	201478182
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478182
Massachusetts	Franklin	Charlemont	MA-1	Mill Brook and Deerfield River	None	201478181
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201478181
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478137
Massachusetts	Franklin	Greenfield	MA-1	Lower Green River	None	201478137
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478137
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201478137
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478137
Massachusetts	Franklin	Shelburne	MA-2	Lower Green River	None	201478137
Massachusetts	Franklin	Charlemont	MA-1	Mill Brook and Deerfield River	None	201478048
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478048
Massachusetts	Franklin	Rowe	MA-1	Mill Brook and Deerfield River	None	201478048
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478092
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478072
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478123
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478045
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478128
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478115
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478115
Massachusetts	Berkshire	Florida	MA-1	Cold River	None	201478231
Massachusetts	Franklin	Charlemont	MA-1	Pelham Brook and Deerfield River	None	201478296
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478296
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478098
Massachusetts	Franklin	Greenfield	MA-1	Lower Green River	None	201478097
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478097
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478097
Massachusetts	Franklin	Shelburne	MA-2	Lower Green River	None	201478097
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478071
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478152
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478122
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478124
Massachusetts	Franklin	Shelburne	MA-1	Taylor Brook and North River	None	201478124
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478091
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478084
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201478086
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478086
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201478086
Massachusetts	Berkshire	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478086
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201478144
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478144
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201478144
Massachusetts	Berkshire	Monroe	MA-1	Pelham Brook and Deerfield River	None	201478144
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201478156
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478156
Massachusetts	Franklin	Shelburne	MA-1	Lower Green River	None	201478111
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478090
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478104
Massachusetts	Franklin	Shelburne	MA-1	Taylor Brook and North River	None	201478104
Massachusetts	Franklin	Florida	MA-1	Pelham Brook and Deerfield River	None	201478155
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478155
Massachusetts	Berkshire	Florida	MA-1	Pelham Brook and Deerfield River	None	201478155
Massachusetts	Berkshire	Rowe	MA-1	Pelham Brook and Deerfield River	None	201478155
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478107
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478172
Massachusetts	Franklin	Shelburne	MA-1	Taylor Brook and North River	None	201478172
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478196
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478149
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	201478134
Massachusetts	Franklin	Florida	MA-1	Cold River	None	201478232
Massachusetts	Franklin	Monroe	MA-1	Cold River	None	201478232
Massachusetts	Berkshire	Florida	MA-1	Cold River	None	201478232
Massachusetts	Berkshire	Monroe	MA-1	Cold River	None	201478232
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	201478217
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201478229
Massachusetts	Franklin	Charlemont	MA-1	Taylor Brook and North River	None	201478229
