state	county	town	dot_district	huc12_name	featureid
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473434
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473435
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473448
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473449
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473554
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473555
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473682
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473683
Vermont	Windham	Sunderland	1	East Branch Deerfield River	201473794
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473794
Vermont	Bennington	Sunderland	1	East Branch Deerfield River	201473794
Vermont	Bennington	Stratton	1	East Branch Deerfield River	201473794
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473895
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473846
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473847
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473795
Vermont	Windham	Sunderland	1	East Branch Deerfield River	201473806
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473806
Vermont	Bennington	Sunderland	1	East Branch Deerfield River	201473806
Vermont	Bennington	Stratton	1	East Branch Deerfield River	201473806
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473805
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474006
Vermont	Windham	Sunderland	1	East Branch Deerfield River	201473826
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473826
Vermont	Bennington	Sunderland	1	East Branch Deerfield River	201473826
Vermont	Bennington	Stratton	1	East Branch Deerfield River	201473826
Vermont	Windham	Sunderland	1	East Branch Deerfield River	201473815
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473815
Vermont	Bennington	Sunderland	1	East Branch Deerfield River	201473815
Vermont	Bennington	Stratton	1	East Branch Deerfield River	201473815
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474169
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474169
Vermont	Windham	Stratton	1	East Branch Deerfield River	201473896
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474007
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474168
Vermont	Windham	Sunderland	1	East Branch Deerfield River	201474113
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474113
Vermont	Bennington	Sunderland	1	East Branch Deerfield River	201474113
Vermont	Bennington	Stratton	1	East Branch Deerfield River	201474113
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474093
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474114
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474179
Vermont	Windham	Sunderland	1	Headwaters Deerfield River	201474332
Vermont	Windham	Stratton	1	Headwaters Deerfield River	201474332
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474332
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474332
Vermont	Bennington	Stratton	1	Headwaters Deerfield River	201474332
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474332
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474132
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474376
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474376
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474184
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474184
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474375
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474375
Vermont	Windham	Stratton	1	Headwaters Deerfield River	201474333
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474333
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474438
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474438
Vermont	Windham	Sunderland	1	Headwaters Deerfield River	201474400
Vermont	Windham	Stratton	1	Headwaters Deerfield River	201474400
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474400
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474400
Vermont	Bennington	Stratton	1	Headwaters Deerfield River	201474400
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474400
Vermont	Windham	Stratton	1	Headwaters Deerfield River	201474401
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474401
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474460
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474460
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474387
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474424
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474424
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474407
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474437
Vermont	Windham	Sunderland	1	Headwaters Deerfield River	201474531
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201474531
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474531
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474531
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474531
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474531
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474532
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474430
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474587
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474466
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474466
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474642
Vermont	Windham	Stratton	1	North Branch Deerfield River	201474653
Vermont	Windham	Wardsboro	1	North Branch Deerfield River	201474653
Vermont	Windham	Dover	1	North Branch Deerfield River	201474653
Vermont	Windham	Stratton	2	North Branch Deerfield River	201474653
Vermont	Windham	Wardsboro	2	North Branch Deerfield River	201474653
Vermont	Windham	Dover	2	North Branch Deerfield River	201474653
Vermont	Windham	Stratton	1	East Branch Deerfield River	201474588
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474588
Vermont	Windham	Dover	1	East Branch Deerfield River	201474588
Vermont	Windham	Wardsboro	1	North Branch Deerfield River	201474942
Vermont	Windham	Dover	1	North Branch Deerfield River	201474942
Vermont	Windham	Wardsboro	2	North Branch Deerfield River	201474942
Vermont	Windham	Dover	2	North Branch Deerfield River	201474942
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201474819
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474819
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474819
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474819
Vermont	Windham	Stratton	1	North Branch Deerfield River	201474654
Vermont	Windham	Wardsboro	1	North Branch Deerfield River	201474654
Vermont	Windham	Dover	1	North Branch Deerfield River	201474654
Vermont	Windham	Stratton	2	North Branch Deerfield River	201474654
Vermont	Windham	Wardsboro	2	North Branch Deerfield River	201474654
Vermont	Windham	Dover	2	North Branch Deerfield River	201474654
Vermont	Windham	Wardsboro	1	North Branch Deerfield River	201474583
Vermont	Windham	Dover	1	North Branch Deerfield River	201474583
Vermont	Windham	Wardsboro	2	North Branch Deerfield River	201474583
Vermont	Windham	Dover	2	North Branch Deerfield River	201474583
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474820
Vermont	Windham	Dover	1	North Branch Deerfield River	201474584
Vermont	Bennington	Sunderland	1	Headwaters Deerfield River	201474641
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474641
Vermont	Windham	Dover	1	North Branch Deerfield River	201474705
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474696
Vermont	Windham	Dover	1	East Branch Deerfield River	201474696
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474695
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474721
Vermont	Windham	Dover	1	North Branch Deerfield River	201474807
Vermont	Windham	Dover	1	North Branch Deerfield River	201475020
Vermont	Windham	Dover	1	North Branch Deerfield River	201474706
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474729
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201474779
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474779
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474779
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474779
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474728
Vermont	Windham	Dover	1	North Branch Deerfield River	201474849
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474720
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474796
Vermont	Windham	Dover	1	East Branch Deerfield River	201474796
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474795
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474860
Vermont	Windham	Dover	1	North Branch Deerfield River	201474850
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474778
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474861
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474861
Vermont	Windham	Somerset	1	North Branch Deerfield River	201474806
Vermont	Windham	Dover	1	North Branch Deerfield River	201474806
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474869
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474902
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474870
Vermont	Windham	Dover	1	East Branch Deerfield River	201474870
Vermont	Windham	Dover	1	North Branch Deerfield River	201474943
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474868
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474908
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201474922
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474922
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474922
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474922
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474918
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474901
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474989
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474969
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474932
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474933
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475035
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475035
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475035
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475035
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474926
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474954
Vermont	Windham	Somerset	1	East Branch Deerfield River	201474966
Vermont	Windham	Dover	1	North Branch Deerfield River	201475047
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201474988
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201474988
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474988
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201474988
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475064
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475058
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201474980
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475007
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475118
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475063
Vermont	Windham	Dover	1	North Branch Deerfield River	201475273
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475273
Vermont	Windham	Dover	1	North Branch Deerfield River	201475048
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475023
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475045
Vermont	Windham	Dover	1	North Branch Deerfield River	201475065
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475418
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475418
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475418
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475418
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475117
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475117
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475117
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475117
Vermont	Windham	Dover	1	North Branch Deerfield River	201475272
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475272
Vermont	Windham	Dover	1	North Branch Deerfield River	201475317
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475317
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475329
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475230
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475230
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475230
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475230
Vermont	Windham	Somerset	1	North Branch Deerfield River	201475331
Vermont	Windham	Dover	1	North Branch Deerfield River	201475331
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475331
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475324
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475316
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475373
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475373
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475373
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475373
Vermont	Windham	Dover	1	North Branch Deerfield River	201475299
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475299
Vermont	Windham	Dover	1	North Branch Deerfield River	201475340
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475340
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475451
Vermont	Windham	Dover	1	East Branch Deerfield River	201475451
Vermont	Windham	Searsburg	1	East Branch Deerfield River	201475451
Vermont	Bennington	Somerset	1	East Branch Deerfield River	201475451
Vermont	Bennington	Dover	1	East Branch Deerfield River	201475451
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475451
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475318
Vermont	Windham	Dover	1	North Branch Deerfield River	201475298
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475298
Vermont	Windham	Dover	1	North Branch Deerfield River	201475434
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475434
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475330
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475323
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475339
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475453
Vermont	Windham	Searsburg	1	East Branch Deerfield River	201475453
Vermont	Bennington	Somerset	1	East Branch Deerfield River	201475453
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475453
Vermont	Windham	Dover	1	North Branch Deerfield River	201475367
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475367
Vermont	Windham	Dover	1	North Branch Deerfield River	201475422
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475422
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475366
Vermont	Windham	Searsburg	1	East Branch Deerfield River	201475366
Vermont	Bennington	Somerset	1	East Branch Deerfield River	201475366
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475366
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475435
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475364
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475563
Vermont	Windham	Searsburg	1	Headwaters Deerfield River	201475563
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475563
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475563
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475375
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475513
Vermont	Windham	Searsburg	1	Headwaters Deerfield River	201475513
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475513
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475513
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475462
Vermont	Windham	Dover	1	North Branch Deerfield River	201475445
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475445
Vermont	Windham	Somerset	1	East Branch Deerfield River	201475452
Vermont	Windham	Dover	1	East Branch Deerfield River	201475452
Vermont	Windham	Searsburg	1	East Branch Deerfield River	201475452
Vermont	Windham	Wilmington	1	East Branch Deerfield River	201475452
Vermont	Bennington	Somerset	1	East Branch Deerfield River	201475452
Vermont	Bennington	Dover	1	East Branch Deerfield River	201475452
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475452
Vermont	Bennington	Wilmington	1	East Branch Deerfield River	201475452
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475564
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475442
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475446
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475486
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475441
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475487
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475578
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475473
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475579
Vermont	Windham	Dover	1	North Branch Deerfield River	201475514
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475514
Vermont	Windham	Marlboro	1	North Branch Deerfield River	201475514
Vermont	Windham	Dover	2	North Branch Deerfield River	201475514
Vermont	Windham	Wilmington	2	North Branch Deerfield River	201475514
Vermont	Windham	Marlboro	2	North Branch Deerfield River	201475514
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475454
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475455
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475622
Vermont	Windham	Searsburg	1	East Branch Deerfield River	201475490
Vermont	Windham	Wilmington	1	East Branch Deerfield River	201475490
Vermont	Bennington	Searsburg	1	East Branch Deerfield River	201475490
Vermont	Bennington	Wilmington	1	East Branch Deerfield River	201475490
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475512
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475512
Vermont	Windham	Searsburg	1	Headwaters Deerfield River	201475512
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475512
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475512
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475512
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475585
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475615
Vermont	Windham	Marlboro	1	North Branch Deerfield River	201475615
Vermont	Windham	Wilmington	2	North Branch Deerfield River	201475615
Vermont	Windham	Marlboro	2	North Branch Deerfield River	201475615
Vermont	Windham	Glastenbury	1	Headwaters Deerfield River	201475650
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475650
Vermont	Windham	Woodford	1	Headwaters Deerfield River	201475650
Vermont	Windham	Searsburg	1	Headwaters Deerfield River	201475650
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475650
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475650
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475650
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475650
Vermont	Windham	Somerset	1	Headwaters Deerfield River	201475618
Vermont	Windham	Searsburg	1	Headwaters Deerfield River	201475618
Vermont	Bennington	Somerset	1	Headwaters Deerfield River	201475618
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475618
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475666
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475764
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475709
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475709
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475589
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475844
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475655
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475621
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475629
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475692
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475721
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475721
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475721
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475825
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475651
Vermont	Windham	Marlboro	1	North Branch Deerfield River	201475651
Vermont	Windham	Wilmington	2	North Branch Deerfield River	201475651
Vermont	Windham	Marlboro	2	North Branch Deerfield River	201475651
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475941
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475941
Vermont	Windham	Searsburg	1	Sherman Dam and Deerfield River	201475896
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201475896
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475896
Vermont	Bennington	Wilmington	1	Sherman Dam and Deerfield River	201475896
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475795
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475690
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475763
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475835
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475702
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475740
Vermont	Bennington	Glastenbury	1	Headwaters Deerfield River	201475751
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475751
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475870
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475877
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475878
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475843
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475819
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475851
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475828
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475959
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476034
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475895
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475897
Vermont	Windham	Marlboro	1	North Branch Deerfield River	201475897
Vermont	Windham	Wilmington	2	North Branch Deerfield River	201475897
Vermont	Windham	Marlboro	2	North Branch Deerfield River	201475897
Vermont	Windham	Marlboro	2	Upper Green River	201475936
Vermont	Windham	Marlboro	2	Upper Green River	201476232
Vermont	Windham	Halifax	2	Upper Green River	201476232
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475972
Vermont	Windham	Marlboro	2	Upper Green River	201476031
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476060
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475970
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475927
Vermont	Windham	Marlboro	1	North Branch Deerfield River	201475927
Vermont	Windham	Wilmington	2	North Branch Deerfield River	201475927
Vermont	Windham	Marlboro	2	North Branch Deerfield River	201475927
Vermont	Windham	Marlboro	2	Upper Green River	201475935
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201476132
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201476132
Vermont	Windham	Marlboro	2	Upper Green River	201476107
Vermont	Windham	Halifax	2	Upper Green River	201476107
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475973
Vermont	Windham	Marlboro	2	Upper Green River	201475980
Vermont	Windham	Marlboro	2	Upper Green River	201476024
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201475961
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201475961
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476011
Vermont	Bennington	Wilmington	1	North Branch Deerfield River	201476011
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476012
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201475971
Vermont	Windham	Marlboro	2	Upper Green River	201476108
Vermont	Windham	Halifax	2	Upper Green River	201476108
Vermont	Bennington	Woodford	1	Headwaters Deerfield River	201476089
Vermont	Bennington	Searsburg	1	Headwaters Deerfield River	201476089
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476090
Vermont	Windham	Marlboro	2	Upper Green River	201476218
Vermont	Windham	Brattleboro	2	Upper Green River	201476218
Vermont	Windham	Halifax	2	Upper Green River	201476218
Vermont	Windham	Guilford	2	Upper Green River	201476218
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201475983
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476002
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476008
Vermont	Windham	Marlboro	2	Upper Green River	201476030
Vermont	Windham	Marlboro	2	Upper Green River	201476294
Vermont	Windham	Halifax	2	Upper Green River	201476294
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476151
Vermont	Windham	Marlboro	2	Upper Green River	201476185
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476069
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476033
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476086
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476058
Vermont	Windham	Searsburg	1	Sherman Dam and Deerfield River	201476042
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476042
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476042
Vermont	Bennington	Wilmington	1	Sherman Dam and Deerfield River	201476042
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476053
Vermont	Windham	Marlboro	2	Upper Green River	201476134
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476048
Vermont	Windham	Searsburg	1	Sherman Dam and Deerfield River	201476067
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476067
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476067
Vermont	Bennington	Wilmington	1	Sherman Dam and Deerfield River	201476067
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476054
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476057
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476129
Vermont	Windham	Searsburg	1	Sherman Dam and Deerfield River	201476133
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476133
Vermont	Windham	Readsboro	1	Sherman Dam and Deerfield River	201476133
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476133
Vermont	Bennington	Wilmington	1	Sherman Dam and Deerfield River	201476133
Vermont	Bennington	Readsboro	1	Sherman Dam and Deerfield River	201476133
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476131
Vermont	Bennington	Wilmington	1	Sherman Dam and Deerfield River	201476131
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476195
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476228
Vermont	Bennington	Readsboro	1	Sherman Dam and Deerfield River	201476228
Vermont	Windham	Marlboro	2	Upper Green River	201476142
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476141
Vermont	Windham	Wilmington	1	North Branch Deerfield River	201476152
Vermont	Windham	Marlboro	2	Upper Green River	201476296
Vermont	Windham	Halifax	2	Upper Green River	201476296
Vermont	Windham	Wilmington	1	Sherman Dam and Deerfield River	201476199
Vermont	Bennington	Searsburg	1	Sherman Dam and Deerfield River	201476177
