unique_id	score	bar_type	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	hydro_rof	struct_rof	geo_rof	ave_Value	afAve_Value	max_Dif	Observed_Date	crossing_id	featureid
740	0.964	1	46.7307	63.08106627	48	0.5	21.63885061	62.05713619	0.835286468	0.678359261	0.911211377	NA	NA	NA	NA	xy4279661572663875	201476374
973	0.97	1	63.5472	87.37105925	65	1.15	28.57626773	164.0231755	0.060234851	0.128673965	0.845103118	NA	NA	NA	NA	xy4277556072666993	201476652
744	0.871	1	12.348	17.76469923	12	2.6199999	6.804965338	182.3554982	0.461439426	0.546344645	0.810085471	NA	NA	NA	NA	xy4279834872658568	201476357
1093	0.849	1	11.1555	17.18431478	7	2.5699999	6.222586766	171.0500572	0.576815904	0.758959031	0.372472927	NA	NA	NA	NA	xy4276473372669293	201476813
746	0.623	1	0.2412	0.303911138	0	2.6199999	0.344853796	41.05096865	0.451837416	0.773533199	0.043412723	NA	NA	NA	NA	xy4280039972656989	201476357
1098	0.857	1	11.1807	17.26887873	8	2.5699999	6.222586766	171.0500572	0.383156793	0.214301866	0.27113357	NA	NA	NA	NA	xy4276416472668665	201476813
1097	0.857	1	11.1807	17.28250576	9	2.5699999	6.222586766	171.0500572	0.79023571	0.614459901	0.605953722	NA	NA	NA	NA	xy4276406172668576	201476813
1096	0.894	1	11.3643	17.5376309	10	2.5699999	6.222586766	171.0500572	0.512771051	0.567123522	0.984188244	NA	NA	NA	NA	xy4276194472668028	201476813
985	0.557	1	0.5589	0.316788296	1	7.4200001	1.060559043	203.88063	0.881977509	0.677970539	0.536440637	NA	NA	NA	NA	xy4278121272660110	201476653
1250	0.807	1	6.8832	10.9053439	3	4.4000001	3.85258908	230.4271572	0.684393335	0.384926501	0.922901469	NA	NA	NA	NA	xy4274083272673890	201477014
984	0.636	1	0.2826	0.042423576	0	7.4200001	1.060559043	203.88063	0.580586652	0.462042101	0.615925231	NA	NA	NA	NA	xy4278351272659019	201476653
1255	0.578	1	0.207	0.152077689	0	13.3000002	0.245970473	175.9939612	0.821586937	0.515819702	0.553480816	NA	NA	NA	NA	xy4275307472668695	201477015
1095	0.87	1	11.9538	18.02639758	11	2.5699999	6.222586766	171.0500572	0.352449873	0.276371485	0.842096654	NA	NA	NA	NA	xy4275824472665362	201476813
1256	0.71	1	0.2862	0.4601758	1	NA	NA	NA	0.699377878	0.887603908	0.485788357	NA	NA	NA	NA	xy4275142872665837	201477015
1094	0.865	1	12.0186	18.25371712	12	2.5699999	6.222586766	171.0500572	0.282063916	0.77400278	0.705105154	NA	NA	NA	NA	xy4275786672662774	201476813
1333	0.589	1	1.1772	2.041490958	2	4.71	2.043517397	179.6448252	0.924846294	0.337506497	0.016648063	NA	NA	NA	NA	xy4273484972660448	201477107
1332	0.533	1	1.071	1.837562446	1	4.71	2.043517397	179.6448252	0.04190861	0.00453062	0.41902887	NA	NA	NA	NA	xy4273633572659073	201477107
1329	0.564	1	0.2412	0.481810173	0	6.3000002	0.563754829	126.2090017	0.903609487	0.488771182	0.030900158	NA	NA	NA	NA	xy4274732872653440	201477107
1337	0.569	1	0.846	0.908655686	0	6.04	0.706724191	135.4773041	0.494790245	0.549235253	0.34119501	NA	NA	NA	NA	xy4273894172652924	201477108
183	0.803	1	7.6536	6.140894922	1	1.54	10.47115118	132.9604745	0.798639399	0.015561241	0.384063558	NA	NA	NA	NA	xy4298479873032380	201474954
232	0.711	1	5.5656	3.179846126	0	1.26	6.600630792	86.37098922	0.184969949	0.637889738	0.607280894	NA	NA	NA	NA	xy4296712673036961	201475418
121	0.565	1	0.8694	0.952067066	0	7.25	1.827622105	261.5085177	0.712386539	0.358493737	0.6581926	NA	NA	NA	NA	xy4300346473024569	201474720
235	0.751	1	6.2091	3.45399037	1	1.26	6.600630792	86.37098922	0.524384502	0.536595601	0.911909675	NA	NA	NA	NA	xy4296818073034394	201475418
118	0.768	1	6.39	7.759733941	1	3.1199999	2.77197343	138.5969716	0.585502458	0.255637613	0.685105014	NA	NA	NA	NA	xy4300395273019443	201474721
94	0.729	1	3.7251	3.950691312	0	3.1400001	3.31887506	152.6264299	0.332940669	0.163254505	0.136215217	NA	NA	NA	NA	xy4300745373015616	201474642
233	0.847	1	7.2828	5.007087509	2	2.46	7.776597185	183.03517	0.809344127	0.323776506	0.168755055	NA	NA	NA	NA	xy4297268273021513	201475418
128	0.841	1	9.1089	11.30596885	3	3.3099999	8.265389455	253.9009223	0.449959377	0.327288526	0.623418249	NA	NA	NA	NA	xy4299285073011868	201474778
157	0.71	1	3.591	4.013946441	0	2.51	3.477313284	124.8821195	0.465777812	0.518320759	0.371800026	NA	NA	NA	NA	xy4298931773013015	201474860
234	0.817	1	8.5779	5.716704861	3	3.0799999	6.96717874	216.9121171	0.053109808	0.534158891	0.642451608	NA	NA	NA	NA	xy4297312773013585	201475418
184	0	1	10.476	8.665460423	2	3.27	8.415075414	253.0937308	0.484646742	0.828078693	0.253441884	NA	NA	NA	NA	xy4297989873010604	201474954
304	0.634	1	2.502	0.433911049	0	3.49	2.896473932	158.4765002	0.694334022	0.977165663	0.776078677	NA	NA	NA	NA	xy4294028573019763	201475462
56	0	1	0.2376	0.41677575	0	4.8400002	0.440967309	85.75376643	0.43533359	0.84307465	0.896010022	NA	NA	NA	NA	xy4303162672984281	201474333
236	0.925	1	36.6381	37.19656039	12	1.14	25.35737966	153.1657507	0.881012799	0.330627118	0.443868107	NA	NA	NA	NA	xy4296397772999850	201475117
293	0.815	1	7.3539	4.907172431	1	1.14	7.242204263	81.85493388	0.13537541	0.685870262	0.15887003	NA	NA	NA	NA	xy4294566573002539	201475373
179	0.871	1	18.1908	18.20105325	2	0.82	14.47744216	83.24619637	0.067345021	0.338582691	0.589632979	NA	NA	NA	NA	xy4298492372988881	201474902
239	0.923	1	23.1372	23.54694228	3	0.63	16.78838916	68.87310955	0.528854734	0.068971362	0.678759367	NA	NA	NA	NA	xy4296296672994389	201475118
296	0.772	1	9.0828	5.604844762	2	2.27	7.746109934	168.566905	0.494960233	0.511529037	0.195848701	NA	NA	NA	NA	xy4294588572995888	201475373
294	0.72	1	9.1287	5.660266202	3	2.27	7.746109934	168.566905	0.333890296	0.136926934	0.453231069	NA	NA	NA	NA	xy4294631072995535	201475373
295	0.792	1	9.2601	5.929665457	4	2.27	7.746109934	168.566905	0.303597918	0.718199582	0.54124432	NA	NA	NA	NA	xy4294796572993381	201475373
297	0.792	1	9.2601	5.936144906	5	2.27	7.746109934	168.566905	0.363725579	0.759686112	0.641786639	NA	NA	NA	NA	xy4294798372993306	201475373
148	0.627	1	0.3924	0.485947833	0	6.5900002	0.427170724	114.9187243	0.411607458	0.582595553	0.166369509	NA	NA	NA	NA	xy4299545172976800	201474820
298	0.848	1	9.405	6.213888153	6	2.27	7.746109934	168.566905	0.125921219	0.714585881	0.510706048	NA	NA	NA	NA	xy4294961972991211	201475373
299	0.969	1	73.377	70.27220827	24	0.48	47.2800835	88.06127648	0.167389694	0.387490541	0.879463691	NA	NA	NA	NA	xy4295037072986301	201475364
65	0.673	1	1.7163	1.163395294	0	2.3	2.201843091	91.05957975	0.009055806	0.830573548	0.90136106	NA	NA	NA	NA	xy4301245772963758	201474424
348	0.967	1	43.3323	29.29442908	11	1.1900001	29.09323651	171.2567241	0.455117197	0.127018601	0.740798836	NA	NA	NA	NA	xy4293854972981566	201475513
62	0.65	1	0.3186	0.357354861	0	7.1500001	0.415851478	123.021156	0.683361554	0.712685852	0.011874095	NA	NA	NA	NA	xy4300468872955488	201474430
110	0.581	1	0.2916	0.551974634	0	2.29	0.726515856	52.0790022	0.118295491	0.818539412	0.465853619	NA	NA	NA	NA	xy4299841672953797	201474695
124	0.653	1	0.7002	1.031108012	0	4.0700002	0.956452349	106.2015188	0.200160379	0.058365548	0.333730837	NA	NA	NA	NA	xy4298880172954030	201474728
190	0.64	1	0.774	2.347668819	0	4.6900001	1.422442408	149.2432937	0.101733458	0.220411374	0.687336645	NA	NA	NA	NA	xy4297574372957872	201474932
126	0.628	1	0.3969	0.912475709	0	4.54	0.531228678	88.28791006	0.014426686	0.578284459	0.894112705	NA	NA	NA	NA	xy4298987572952728	201474728
192	0.571	1	0.1062	0.566484962	0	4.8200002	0.296713797	70.05200269	0.261709548	0.264511968	0.209300512	NA	NA	NA	NA	xy4297551372955891	201474932
164	0.644	1	0.3078	0.779802617	0	NA	NA	NA	0.585857815	0.962117459	0.555319143	NA	NA	NA	NA	xy4297627872953366	201474868
377	0.962	1	5.625	6.380572592	0	0.99	5.091049157	59.59961788	0.753605192	0.476376347	0.655746079	NA	NA	NA	NA	xy4291975672970351	201475618
168	0	1	69.3819	78.1623361	22	7.52	44.8151403	1343.181962	0.535717441	0.939001894	0.230581138	NA	NA	NA	NA	xy4297214972948768	201474918
166	0.928	1	69.3459	78.09614844	20	7.52	44.8151403	1343.181962	0.244666941	0.977415234	0.103510899	NA	NA	NA	NA	xy4297256972948191	201474918
389	0	1	0.9675	1.407643484	0	7.2800002	0.887856218	183.0237054	0.198719242	0.020657314	0.310945883	NA	NA	NA	NA	xy4291349772959315	201475655
132	0.598	1	0.3312	0.372052438	0	5.4200001	1.027103645	146.5585161	0.717422914	0.631974726	0.004345758	NA	NA	NA	NA	xy4298341572935354	201474796
83	0.714	1	2.7747	3.886531226	0	NA	NA	NA	0.989369699	0.229958484	0.524492144	NA	NA	NA	NA	xy4299743372929091	201474588
171	0.749	1	3.1005	2.441216815	1	13.0799999	0.077562255	97.19358155	0.222902458	0.25193884	0.858362337	NA	NA	NA	NA	xy4297353272937082	201474870
173	0.602	1	0.9306	0.369410645	0	9.0600004	1.395162489	285.5257261	0.333919277	0.006441855	0.494857425	NA	NA	NA	NA	xy4297075072921639	201474870
103	0.588	1	0.4725	0.920337514	0	10.5299997	0.617284062	220.737197	0.96414871	0.087966204	0.082566764	NA	NA	NA	NA	xy4298938472892990	201474653
139	0.63	1	0.864	0.252407542	0	6.4400001	1.262301094	193.0509672	0.475117644	0.870318477	0.975505517	NA	NA	NA	NA	xy4297985972895795	201474807
135	0.626	1	2.6082	2.858384575	0	5.7399998	4.432842074	322.4464768	0.488610134	0.659113261	0.152396677	NA	NA	NA	NA	xy4297084872897253	201474806
141	0.557	1	1.0188	0.704343604	1	6.4400001	1.262301094	193.0509672	0.921816976	0.64058229	0.423912946	NA	NA	NA	NA	xy4297607672895461	201474807
140	0.523	1	1.3419	1.12776746	2	7.1500001	1.308189344	218.1955969	0.469949439	0.595412364	0.412207972	NA	NA	NA	NA	xy4297249272894923	201474807
96	0.69	1	1.998	2.657329597	1	3.49	2.014559261	132.1661025	0.455694149	0.847744923	0.83614448	NA	NA	NA	NA	xy4298728972889017	201474653
97	0.7	1	2.6028	2.70877738	2	0.25	2.052883235	9.557113946	0.068036808	0.005041995	0.306311539	NA	NA	NA	NA	xy4298701572888556	201474653
98	0.641	1	3.1653	3.207415039	3	1.76	3.61166206	89.24231965	0.631138174	0.835479205	0.216246695	NA	NA	NA	NA	xy4298338572885373	201474653
206	0.733	1	5.4288	5.233275537	4	2.6099999	4.207455098	142.8416526	0.751768738	0.75064944	0.308963553	NA	NA	NA	NA	xy4296675372889654	201475065
414	0.582	1	1.4436	2.491747954	0	10.71	2.478204574	449.8447753	0.891123026	0.328176249	0.282515225	NA	NA	NA	NA	xy4289961672912092	201475828
211	0.853	1	6.876	5.568573953	6	0.82	5.350695603	50.60851597	0.568923379	0.360230044	0.164420958	NA	NA	NA	NA	xy4296386072888782	201475065
101	0.732	1	3.816	3.620630076	4	1.76	3.61166206	89.24231965	0.385642312	0.749411991	0.923645064	NA	NA	NA	NA	xy4298047372882983	201474653
99	0.695	1	3.8988	3.778363303	5	1.76	3.61166206	89.24231965	0.625844485	0.377462989	0.361208369	NA	NA	NA	NA	xy4297952772881621	201474653
108	0.763	1	1.2636	1.899171784	0	5.9200001	1.316107497	181.2057711	0.125319663	0.185046735	0.557743574	NA	NA	NA	NA	xy4297860772878534	201475020
214	0.774	1	5.3424	6.177103851	7	2.3499999	4.395558155	131.4557209	0.994333082	0.686084971	0.231434665	NA	NA	NA	NA	xy4297778372877080	201475020
212	0.817	1	10.2573	6.898352392	7	1.04	7.601438702	76.50430136	0.850659444	0.181547542	0.040895169	NA	NA	NA	NA	xy4295429972882760	201475065
279	0.733	1	5.7393	4.86827692	0	3.6600001	4.384366983	204.47451	0.538059456	0.959013154	0.268619591	NA	NA	NA	NA	xy4292821572888925	201475331
273	0.592	1	1.5489	2.162864109	0	9.5699997	1.61245849	324.2356968	0.758483019	0.127042326	0.035397551	NA	NA	NA	NA	xy4292546472887674	201475367
217	0.824	1	7.7346	8.674649195	8	2.0599999	6.014841081	134.7981458	0.103023485	0.229523856	0.386066926	NA	NA	NA	NA	xy4295956072874927	201475020
207	0.864	1	12.6657	8.260312072	8	1.33	9.461093359	109.1508068	0.123250187	0.48653617	0.116013526	NA	NA	NA	NA	xy4294439772877580	201475065
275	0.862	1	8.5221	7.97205753	2	1.79	6.230936962	119.2159412	0.970601278	0.935564237	0.901843751	NA	NA	NA	NA	xy4292140972884585	201475422
216	0.918	1	8.64	9.272422786	9	2.1300001	7.058953688	150.9921692	0.933608069	0.359620661	0.57623529	NA	NA	NA	NA	xy4295488672871868	201475020
310	0.667	1	0.0144	0.090911203	0	1.79	6.230936962	119.2159412	0.337279009	0.819890495	0.9927951	NA	NA	NA	NA	xy4291846572883507	201475422
307	0.756	1	9.1755	8.65580751	5	1.79	6.230936962	119.2159412	0.5742063	0.595835663	0.597556484	NA	NA	NA	NA	xy4291740372883040	201475422
317	0.575	1	3.0753	3.079164571	0	4.4499998	2.731835495	196.2419702	0.932869238	0.159195676	0.013453871	NA	NA	NA	NA	xy4291680972883095	201475564
215	0.869	1	9.3852	10.21627995	10	2.1300001	7.058953688	150.9921692	0.823384848	0.607108413	0.161354086	NA	NA	NA	NA	xy4294843772869763	201475020
208	0.821	1	13.2678	9.219387663	9	1.33	9.461093359	109.1508068	0.637213006	0.531031814	0.625792284	NA	NA	NA	NA	xy4294759572868404	201475065
336	0.623	1	0.6921	0.681201278	0	6.25	0.759742032	145.3509002	0.604100627	0.368918721	0.809300516	NA	NA	NA	NA	xy4291123672879567	201475473
337	0.599	1	0.711	0.779217156	1	6.25	0.759742032	145.3509002	0.749674909	0.148123262	0.255214244	NA	NA	NA	NA	xy4291178572878638	201475473
263	0	1	24.0768	21.58068342	21	1.14	16.22917687	122.534314	0.77528398	0.935939968	0.3980868	NA	NA	NA	NA	xy4294293072860228	201475317
116	0.61	1	0.0504	0.231540934	0	7.25	0.138015077	71.86309282	0.165640769	0.184824526	0.671049974	NA	NA	NA	NA	xy4297509672846929	201474705
355	0.917	1	18.9162	18.09556272	9	0.43	12.39379086	40.390123	0.214133632	0.144595332	0.806658106	NA	NA	NA	NA	xy4290764172869615	201475578
356	0.901	1	20.6361	18.79763219	10	2.8199999	13.84854552	279.9985684	0.820145326	0.067762893	0.386853058	NA	NA	NA	NA	xy4290240672865643	201475578
265	0.934	1	25.9272	22.41935456	22	1.08	17.39905632	120.1963421	0.085740582	0.364280036	0.461015299	NA	NA	NA	NA	xy4293877072852302	201475317
264	0.943	1	26.316	22.8328261	23	1.08	17.39905632	120.1963421	0.911149365	0.744126137	0.870348488	NA	NA	NA	NA	xy4293626272848809	201475317
196	0.79	1	6.21	5.119782668	0	3.1199999	10.60380921	271.0754341	0.48506821	0.82055998	0.689199109	NA	NA	NA	NA	xy4294972172844175	201474942
151	0.76	1	4.4757	5.306120468	1	2.6700001	4.014606555	142.7372745	0.684789463	0.143435212	0.103859021	NA	NA	NA	NA	xy4296353272838098	201474849
152	0.729	1	4.6926	5.450582345	2	2.6700001	4.014606555	142.7372745	0.479026347	0.98972445	0.026581102	NA	NA	NA	NA	xy4296228672837664	201474849
362	0	1	0.0747	0.167055986	0	10.1199999	0.321682792	153.143671	0.642172399	0.865378608	0.067475979	NA	NA	NA	NA	xy4290887072853951	201475579
321	0.621	1	1.6551	1.594936529	0	4.75	1.71481444	165.9612919	0.097379826	0.186672735	0.270427417	NA	NA	NA	NA	xy4291277072852037	201475445
322	0.592	1	1.7928	1.678012672	1	4.75	1.71481444	165.9612919	0.534443877	0.29634732	0.776749861	NA	NA	NA	NA	xy4291218072851607	201475445
357	0.92	1	21.6756	19.8138046	11	2.8199999	13.84854552	279.9985684	0.08518817	0.174509192	0.346604165	NA	NA	NA	NA	xy4289786372855352	201475578
325	0.652	1	1.8549	1.859446448	2	4.75	1.71481444	165.9612919	0.725540256	0.518326949	0.239301763	NA	NA	NA	NA	xy4291087572850528	201475445
324	0.633	1	1.8621	1.895866807	3	4.75	1.71481444	165.9612919	0.289695559	0.785414952	0.247707622	NA	NA	NA	NA	xy4291072272850132	201475445
363	0.622	1	0.2223	0.655320216	1	10.1199999	0.321682792	153.143671	0.597404447	0.796623466	0.401839801	NA	NA	NA	NA	xy4290515972851387	201475579
360	0.952	1	76.8708	75.53814507	57	0.45	41.80274887	77.6282068	0.662799459	0.076482057	0.148555231	NA	NA	NA	NA	xy4290555272849613	201475579
253	0.926	1	18.3582	19.8843539	5	1.4400001	12.20660412	134.2346301	0.00389244	0.66218522	0.898384148	NA	NA	NA	NA	xy4292892672840966	201475272
323	0.68	1	2.1033	2.263505758	4	4.75	1.71481444	165.9612919	0.350244979	0.740046155	0.708678561	NA	NA	NA	NA	xy4290877572846938	201475445
155	0.592	1	1.4886	0.879022916	0	4.1100001	1.472593352	133.072368	0.59065709	0.836477868	0.250335828	NA	NA	NA	NA	xy4295959072827306	201474850
252	0.711	1	4.9671	3.346052552	3	5.75	3.824623801	300.0314892	0.539071643	0.798085585	0.376798915	NA	NA	NA	NA	xy4292167372836917	201475273
314	0.653	1	0.2511	0.316326924	0	5.2600002	0.254457524	70.79425942	0.799627272	0.767626349	0.457936585	NA	NA	NA	NA	xy4291430172839201	201475435
315	0.671	1	0.2691	0.42581893	1	5.2600002	0.254457524	70.79425942	0.85569379	0.237646106	0.742042608	NA	NA	NA	NA	xy4291350872838878	201475435
251	0.739	1	4.8771	3.138319062	2	5.75	3.824623801	300.0314892	0.51375468	0.536873066	0.256243236	NA	NA	NA	NA	xy4292231872835088	201475273
282	0.949	1	55.6479	54.02592945	37	0.43	31.55023668	64.44280043	0.21897658	0.546076531	0.403077564	NA	NA	NA	NA	xy4291439572837630	201475435
249	0.731	1	4.4937	2.666696756	0	5.75	3.824623801	300.0314892	0.01306653	0.133543608	0.906674666	NA	NA	NA	NA	xy4292580672833032	201475273
287	0.689	1	2.8953	3.473833944	2	4.7600002	1.864873716	173.43483	0.521847288	0.933037965	0.54292399	NA	NA	NA	NA	xy4291550772836491	201475340
250	0.738	1	4.6827	2.943890372	1	5.75	3.824623801	300.0314892	0.741359466	0.892887716	0.826314291	NA	NA	NA	NA	xy4292345372833668	201475273
339	0.867	1	17.0838	15.93768406	11	1.45	11.40320833	130.6430098	0.356753629	0.506856441	0.783595134	NA	NA	NA	NA	xy4290389972837716	201475486
366	0.868	1	9.5886	8.36002652	4	1.27	7.370102071	91.99094855	0.623285347	0.713282107	0.157787597	NA	NA	NA	NA	xy4289589272814671	201475585
365	0.736	1	4.8969	4.411797746	1	0.37	3.71821591	19.0359109	0.878969938	0.342663981	0.614577489	NA	NA	NA	NA	xy4289606372813080	201475585
352	0.76	1	3.5127	3.370374883	1	2.9000001	3.245096067	139.385123	0.90096562	0.383525843	0.055272518	NA	NA	NA	NA	xy4289814572809489	201475514
