unique_id	cross_prior	eco_dis	trans_vuln	max_rof	int_del	impass	deltaln	effectln	effectln14	effectln16	effectln18	effectln20	effectln22	anad_rest	struct_rof	geo_rof	hydCurAll	hydCurStat	hydCurPhys	hydMCAll	hydMCPhys	ave_del	aff_del	max_del	crossing_id	featureid
116	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297509672846929	201474705
118	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4300395273019443	201474721
121	NA	NA	NA	NA	NA	0.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4300346473024569	201474720
124	0.709085233	0.654673824	0.654673824	NA	NA	0.347	0.654383182	0.654673824	0	0.636363636	0.714659542	0.714659542	0.714659542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298880172954030	201474728
126	0.716566179	0.661580722	0.661580722	NA	NA	0.372	0.682423362	0.661580722	0	0.636363636	0.722024529	0.722024529	0.722024529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298987572952728	201474728
128	NA	NA	NA	NA	NA	0.159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4299285073011868	201474778
132	0.787717994	0.727272727	0.727272727	NA	NA	0.402	0.675011177	0.68626606	0	0.727272727	0.750188123	0.750188123	0.750188123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298341572935354	201474796
135	0.787717994	0.727272727	0.727272727	NA	NA	0.374	0.738722075	0.69334188	0.777777778	0.727272727	0.757230319	0.757230319	0.757230319	0.221207678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297084872897253	201474806
139	0.438982541	0.405297368	0.405297368	NA	NA	0.37	0.482984205	0.405297368	0	0.363636364	0.442388188	0.442388188	0.442388188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297985972895795	201474807
140	0.709274773	0.654848819	0.654848819	NA	NA	0.477	0.729491837	0.654848819	0	0.636363636	0.715804484	0.715804484	0.715804484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297249272894923	201474807
141	0.689253245	0.636363636	0.636363636	NA	NA	0.443	0.669559963	0.588092537	0	0.636363636	0.642885527	0.642885527	0.642885527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297607672895461	201474807
148	0.617139871	0.569783857	0.569783857	NA	NA	0.373	0.588546011	0.569783857	0	0.545454545	0.621829762	0.621829762	0.621829762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4299545172976800	201474820
151	0.886182743	0.818181818	0.818181818	NA	NA	0.24	0.767509874	0.763682447	0	0.818181818	0.834886009	0.834886009	0.834886009	0.247673591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296353272838098	201474849
152	0.886182743	0.818181818	0.818181818	NA	NA	0.271	0.793802298	0.790753205	0	0.818181818	0.86433951	0.86433951	0.86433951	0.151311792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296228672837664	201474849
155	0.886182743	0.818181818	0.818181818	NA	NA	0.408	0.792194201	0.766445271	0	0.818181818	0.837804461	0.837804461	0.837804461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4295959072827306	201474850
157	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298931773013015	201474860
164	0.748688602	0.691238242	0.691238242	NA	NA	0.356	0.68535349	0.691238242	0	0	0.756807514	0.756810647	0.756810647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297627872953366	201474868
166	0.483848922	0.446720943	0.446720943	NA	NA	0.072	0.455831461	0.446720943	0	0	0.455875174	0.490859086	0.490859086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297256972948191	201474918
167	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.628118263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_191.01	201474918
168	0.683229529	0.630802148	0.630802148	NA	NA	1	0.635824083	0.630802148	0	0	0.656755742	0.692503426	0.692503426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297214972948768	201474918
171	0.787717994	0.727272727	0.727272727	NA	NA	0.251	0.679541632	0.67913812	0	0.727272727	0.744155574	0.744155574	0.744155574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297353272937082	201474870
173	NA	NA	NA	NA	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297075072921639	201474870
179	0.499144374	0.460842704	0.460842704	NA	NA	0.129	0.485448897	0.460842704	0	0	0.503677748	0.503677748	0.503677748	0.133271788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298492372988881	201474902
181	NA	NA	NA	NA	NA	0.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298335173044344	201474969
183	NA	NA	NA	NA	NA	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4298479873032380	201474954
184	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297989873010604	201474954
190	0.689886972	0.636948735	0.636948735	NA	NA	0.36	0.647399034	0.636948735	0	0.636363636	0.687721745	0.695119951	0.695119951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297574372957872	201474932
192	NA	NA	NA	NA	NA	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297551372955891	201474932
196	0.984647493	0.909090909	0.909090909	NA	NA	0.21	0.865766649	0.86320061	1	0.909090909	0.943314206	0.943314206	0.943314206	0.235539074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294972172844175	201474942
206	0.393995074	0.363761999	0.363761999	NA	NA	0.267	0.47257776	0.363761999	0	0.363636364	0.395884207	0.395884207	0.395884207	0.120379217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296675372889654	201475065
207	0.590788496	0.545454545	0.545454545	NA	NA	0.136	0.609642052	0.517747374	0	0.545454545	0.565621394	0.565621394	0.565621394	0.146577537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294439772877580	201475065
208	0.689253245	0.636363636	0.636363636	NA	NA	0.179	0.678963063	0.597226767	0	0.636363636	0.652341173	0.652341173	0.652341173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294759572868404	201475065
210	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.306240904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_61.01	201475065
211	0.21552712	0.198988721	0.198988721	NA	NA	0.147	0.369976585	0.198988721	0	0.181818182	0.21636348	0.21636348	0.21636348	0.067738767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296386072888782	201475065
212	0.495718971	0.457680148	0.457680148	NA	NA	0.183	0.585305547	0.457680148	0	0.454545455	0.500045397	0.500045397	0.500045397	0.137865213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4295429972882760	201475065
214	0.689253245	0.636363636	0.636363636	NA	NA	0.226	0.646540337	0.620480871	0.555555556	0.636363636	0.678022014	0.678022014	0.678022014	0.125031048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297778372877080	201475020
215	0.595166083	0.54949622	0.54949622	NA	NA	0.131	0.6247329	0.54949622	0.444444444	0.545454545	0.600157518	0.600157518	0.600157518	0.143824686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294843772869763	201475020
216	0.508657537	0.469625877	0.469625877	NA	NA	0.082	0.537845052	0.469625877	0.555555556	0.454545455	0.513892331	0.513892331	0.513892331	0.057675547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4295488672871868	201475020
217	0.607495667	0.560879698	0.560879698	NA	NA	0.176	0.616609543	0.560879698	0.666666667	0.545454545	0.613501509	0.613501509	0.613501509	0.180227852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4295956072874927	201475020
232	NA	NA	NA	NA	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296712673036961	201475418
233	NA	NA	NA	NA	NA	0.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297268273021513	201475418
234	0.689253245	0.636363636	0.636363636	NA	NA	0.183	0.636123145	0.630427122	0	0.636363636	0.688974582	0.688974582	0.688974582	0.27298966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4297312773013585	201475418
235	NA	NA	NA	NA	NA	0.249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296818073034394	201475418
236	0.689253245	0.636363636	0.636363636	NA	NA	0.075	0.630171715	0.632546683	0.555555556	0.636363636	0.690390919	0.690390919	0.690390919	0.138076581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296397772999850	201475117
239	0.634780298	0.586070652	0.586070652	NA	NA	0.077	0.584326488	0.586070652	0	0.545454545	0.640268465	0.640268465	0.640268465	0.127710274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4296296672994389	201475118
249	0.689253245	0.636363636	0.636363636	NA	NA	0.269	0.625741916	0.576457154	0	0.636363636	0.628998031	0.628998031	0.628998031	0.191061472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292580672833032	201475273
250	0.689253245	0.636363636	0.636363636	NA	NA	0.262	0.656094694	0.598784571	0	0.636363636	0.653298172	0.653298172	0.653298172	0.112243008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292345372833668	201475273
251	0.689253245	0.636363636	0.636363636	NA	NA	0.261	0.693382678	0.628119761	0	0.636363636	0.684933751	0.684933751	0.684933751	0.109327984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292231872835088	201475273
252	0.689253245	0.636363636	0.636363636	NA	NA	0.289	0.680950592	0.609683118	0	0.636363636	0.664817794	0.664817794	0.664817794	0.10110062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292167372836917	201475273
253	0.442038999	0.40811929	0.40811929	NA	NA	0.074	0.442018454	0.40811929	0	0.363636364	0.445227309	0.445227309	0.445227309	0.11499653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292892672840966	201475272
263	0.42589293	0.393212184	0.393212184	NA	NA	1	0.479856362	0.393212184	0	0.363636364	0.43109922	0.43109922	0.43109922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294293072860228	201475317
264	0.590788496	0.545454545	0.545454545	NA	NA	0.057	0.612782797	0.532789173	0	0.545454545	0.582350517	0.582350517	0.582350517	0.049251658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4293626272848809	201475317
265	0.590788496	0.545454545	0.545454545	NA	NA	0.066	0.601895209	0.521029028	0	0.545454545	0.569615306	0.569615306	0.569615306	0.081431907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4293877072852302	201475317
273	0.880386956	0.812830768	0.812830768	NA	NA	0.408	0.81991059	0.812830768	0	0.636363636	0.888244602	0.888244602	0.888244602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292546472887674	201475367
275	0.361328124	0.333601736	0.333601736	NA	NA	0.138	0.376917825	0.333601736	0	0.272727273	0.36420144	0.36420144	0.36420144	0.072594682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292140972884585	201475422
276	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	0.420697509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_246.04	201475422
279	0.813820694	0.751372445	0.751372445	NA	NA	0.267	0.757975469	0.751372445	0	0	0.821097723	0.821097723	0.821097723	0.199579399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4292821572888925	201475331
282	0.49934725	0.461030012	0.461030012	NA	NA	0.051	0.533269733	0.461030012	0	0.363636364	0.503531619	0.503531619	0.503531619	0.083981793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291439572837630	201475435
285	0.70515362	0.651043902	0.651043902	NA	NA	0.35	0.694975841	0.651043902	0	0.636363636	0.711140369	0.711140369	0.711140369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291663172827614	201475340
286	0.689253245	0.636363636	0.636363636	NA	NA	0.3	0.670689969	0.616214745	0	0.636363636	0.672825317	0.672825317	0.672825317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291561572829848	201475340
287	0.720404888	0.665124869	0.665124869	NA	NA	0.311	0.731262475	0.665124869	0	0.636363636	0.725518989	0.725518989	0.725518989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291550772836491	201475340
293	0.590788496	0.545454545	0.545454545	NA	NA	0.185	0.54860818	0.523299863	0.666666667	0.545454545	0.571284681	0.571284681	0.571284681	0.270014665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294566573002539	201475373
294	0.689253245	0.636363636	0.636363636	NA	NA	0.28	0.624150456	0.608716129	0.666666667	0.636363636	0.66419827	0.66419827	0.66419827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294631072995535	201475373
295	0.604960353	0.55853893	0.55853893	NA	NA	0.208	0.573740934	0.55853893	0.555555556	0.545454545	0.609540995	0.609540995	0.609540995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294796572993381	201475373
296	0.590788496	0.545454545	0.545454545	NA	NA	0.228	0.552853934	0.534922278	0.666666667	0.545454545	0.583717518	0.583717518	0.583717518	0.216968139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294588572995888	201475373
297	0.549919021	0.507721176	0.507721176	NA	NA	0.208	0.524405314	0.507721176	0.555555556	0.454545455	0.553909351	0.553909351	0.553909351	0.200573312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294798372993306	201475373
298	0.598202272	0.552299428	0.552299428	NA	NA	0.152	0.570494923	0.552299428	0.555555556	0.545454545	0.602694711	0.602694711	0.602694711	0.196856266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294961972991211	201475373
299	0.359343382	0.331769292	0.331769292	NA	NA	0.031	0.344804088	0.331769292	0	0	0.360655494	0.360655494	0.360655494	0.125389309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4295037072986301	201475364
304	0.689253245	0.636363636	0.636363636	NA	NA	0.366	0.597252759	0.595613806	0	0.636363636	0.649519961	0.649519961	0.649519961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4294028573019763	201475462
307	0.689253245	0.636363636	0.636363636	NA	NA	0.244	0.640212287	0.598026558	0	0.636363636	0.653441077	0.653441077	0.653441077	0.127024062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291740372883040	201475422
310	NA	NA	NA	NA	NA	0.333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291846572883507	201475422
314	NA	NA	NA	NA	NA	0.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291430172839201	201475435
315	NA	NA	NA	NA	NA	0.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291350872838878	201475435
317	0.886182743	0.818181818	0.818181818	NA	NA	0.425	0.776607959	0.75121362	0.666666667	0.818181818	0.820611344	0.820611344	0.820611344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291680972883095	201475564
321	0.477871936	0.441202599	0.441202599	NA	NA	0.379	0.565422826	0.441202599	0	0	0.480144513	0.480144513	0.480144513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291277072852037	201475445
322	0.48491237	0.447702788	0.447702788	NA	NA	0.408	0.566537264	0.447702788	0	0	0.487766568	0.487766568	0.487766568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291218072851607	201475445
323	0.676573863	0.624657202	0.624657202	NA	NA	0.32	0.709277171	0.624657202	0	0	0.681489165	0.681489165	0.681489165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290877572846938	201475445
324	0.600251912	0.55419179	0.55419179	NA	NA	0.367	0.659398227	0.55419179	0	0	0.604572982	0.604572982	0.604572982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291072272850132	201475445
325	0.557440684	0.514665667	0.514665667	NA	NA	0.348	0.624369922	0.514665667	0	0	0.561375607	0.561375607	0.561375607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291087572850528	201475445
336	0.590788496	0.545454545	0.545454545	NA	NA	0.377	0.628112444	0.529725442	0	0.545454545	0.577924756	0.577924756	0.577924756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291123672879567	201475473
337	0.689253245	0.636363636	0.636363636	NA	NA	0.401	0.678527753	0.582184393	0	0.636363636	0.635305735	0.635305735	0.635305735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291178572878638	201475473
339	0.492323746	0.454545455	0.454545455	NA	NA	0.133	0.5084128	0.44672792	0.444444444	0.454545455	0.488026054	0.488026054	0.488026054	0.069908383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290389972837716	201475486
341	0.409302706	0.377895005	0.377895005	NA	NA	0.082	0.44415447	0.377895005	0.444444444	0.363636364	0.412756146	0.412756146	0.412756146	0.092846579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289759772832620	201475589
348	0.582905041	0.538176025	0.538176025	NA	NA	0.033	0.549271086	0.538176025	0	0.454545455	0.587539424	0.587539424	0.587539424	0.127772559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4293854972981566	201475513
351	0.689253245	0.636363636	0.636363636	NA	NA	0.329	0.609100646	0.582199414	0	0.636363636	0.635525644	0.635525644	0.635525644	0.210437246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290011572801987	201475514
352	0.689253245	0.636363636	0.636363636	NA	NA	0.24	0.669731945	0.627311845	0	0.636363636	0.685277762	0.685277762	0.685277762	0.276136478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289814572809489	201475514
355	0.327902038	0.302740589	0.302740589	NA	NA	0.083	0.386449788	0.302740589	0	0.272727273	0.330487468	0.330487468	0.330487468	0.085654112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290764172869615	201475578
356	0.534216219	0.493223323	0.493223323	NA	NA	0.099	0.569666231	0.493223323	0	0.454545455	0.538467538	0.538467538	0.538467538	0.164091262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290240672865643	201475578
357	0.410332816	0.37884607	0.37884607	NA	NA	0.08	0.457138716	0.37884607	0	0.272727273	0.41305682	0.41305682	0.41305682	0.074842911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289786372855352	201475578
360	0.51046323	0.471293011	0.471293011	NA	NA	0.048	0.54803976	0.471293011	0	0	0.514681085	0.514681085	0.514681085	0.081814273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290555272849613	201475579
362	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290887072853951	201475579
363	NA	NA	NA	NA	NA	0.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4290515972851387	201475579
365	0.689253245	0.636363636	0.636363636	NA	NA	0.264	0.613212854	0.577581819	0.666666667	0.636363636	0.630305935	0.630305935	0.630305935	0.233912023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289606372813080	201475585
366	0.590788496	0.545454545	0.545454545	NA	NA	0.132	0.55080531	0.506116423	0.555555556	0.545454545	0.552461854	0.552461854	0.552461854	0.151016404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289589272814671	201475585
367	0.60313679	0.556855298	0.556855298	NA	NA	0.159	0.608444403	0.556855298	0.666666667	0.545454545	0.608320123	0.608320123	0.608320123	0.1507467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289337372820370	201475585
368	0.590788496	0.545454545	0.545454545	NA	NA	0.155	0.563087291	0.507248147	0.555555556	0.545454545	0.554123888	0.554123888	0.554123888	0.069567219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4289195072823314	201475585
370	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4286352672822422	201475844
371	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	0.319323335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_246.01	201475844
372	0.405443549	0.374331979	0.374331979	NA	NA	0.279	0.510167167	0.374331979	0	0.363636364	0.410004864	0.410004864	0.410004864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4288505272820786	201475844
377	0.30424853	0.280902125	0.280902125	NA	NA	0.038	0.316234691	0.280902125	0	0	0.302669049	0.302669049	0.302669049	0.111920352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291975672970351	201475618
383	0.689253245	0.636363636	0.636363636	NA	NA	0.387	0.628905645	0.625717762	0	0.636363636	0.683440142	0.683440142	0.683440142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4287985972801266	201475651
389	0.7299497	0.673937263	0.673937263	NA	NA	1	0.691505076	0.673937263	0	0.545454545	0.729144715	0.729144715	0.729144715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4291349772959315	201475655
