unique_id	cross_prior	eco_dis	trans_vuln	max_rof	int_del	impass	deltaln	effectln	effln16Cur	effln18Cur	effln20Cur	effln22Cur	effln16Fut	effln18Fut	effln20Fut	effln22Fut	anad_rest	struct_rof	geo_rof	hydCurAll	hydCurStat	hydCurPhys	hydMCAll	hydMCPhys	ave_del	aff_del	max_del	bar_type	drain_tot	drain_bar	strkm_tot	strkm_bar	upstr_bars	slope_perc	Q2_m3_s	w_W_m2_ST	obs_date	jurisdiction	nhs	crossing_id	featureid
2290	0.134808364	NA	0.241435324	0.5	0.482870647	0.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.5	0	0	0	1.98E-21	0	0.0000707	0.117814736	0.299020775	1	0.1071	0.1071	0.202032092	0.202032092	0	1.17	0.218333	14.586483	6/18/2015	0	0	xy4261288072596400	201478241
2292	0.150982826	NA	0.27040301	0.375	0.721074693	0.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.38	NA	NA	NA	NA	NA	0	60	60	1	0.0351	0.0351	0.067824536	0.067824536	0	1.67	0.267844	23.060166	6/18/2015	0	0	xy4261356272583831	201478241
2293	0.247119524	0.235418027	0.178904385	0.2125	0.841902987	0.221	0.49568225	0.235418027	0	0	0.24481369	0.24481369	0	0	0	0.24481369	NA	0	0.21	NA	NA	NA	NA	NA	0.038823398	1.411759934	60	1	0.3456	0.3105	0.340898907	0.273074371	1	1.67	0.267844	23.060166	7/11/2016	1	0	xy4261186072585949	201478241
2294	0.249510014	0.238272196	0.178904385	0.2125	0.841902987	0	0.513348841	0.238272196	0	0	0.246101806	0.246101806	0	0	0	0.246101806	NA	0	0.21	NA	NA	NA	NA	NA	0.038823398	1.411759934	60	1	0.3465	0.0009	0.368715882	0.027816975	2	1.67	0.267844	23.060166	7/11/2016	1	14	xy4261171172586223	201478241
2295	0.288993435	0.267591252	0.232373049	0.275	0.844992905	0.104	0.541073761	0.267591252	0	0	0.276788982	0.276788982	0	0	0	0.276788982	NA	0.2	0.28	NA	NA	NA	NA	NA	0.040462007	1.429752914	60	1	0.3501	0.0036	0.421607378	0.052891496	3	1.67	0.267844	23.060166	7/1/2016	1	14	xy4261142772586742	201478241
2296	0.288993435	0.267591252	0.232373049	0.275	0.844992905	0.104	0.541073761	0.267591252	0	0	0.276788982	0.276788982	0	0	0	0.276788982	NA	0.2	0.28	NA	NA	NA	NA	NA	0.040462007	1.429752914	60	1	0.3528	0.0027	0.453694726	0.032087349	4	1.67	0.267844	23.060166	7/1/2016	1	0	xy4261125572587057	201478241
2298	0.087213812	NA	0.156195761	0.3375	0.462802256	0.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.34	0.006	0.192	0	0.107833889	0	0.0000503	0.083878521	0.083878521	1	0.1305	0.1305	0.31721543	0.31721543	0	11.74	0.369894	190.507237	4/21/2016	2	0	xy4268855573056766	201478266
2300	0.793802828	0.76434728	0.550283858	0.8	0.687854823	0.289	0.787170294	0.76434728	0.727272727	0.79161942	0.79161942	0.79161942	0	0.727272727	0.79161942	0.79161942	NA	0.8	0.5	0	0.02	0	0.014641826	0	0.002283469	1.037940541	3.552867118	1	1.5156	1.3851	1.957206708	1.639991278	1	3.79	1.380585	118.816127	8/19/2014	2	0	xy4268753773048106	201478266
2305	0.238074983	NA	0.426380893	0.625	0.682209428	0.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.63	NA	NA	NA	NA	NA	0.002068151	1.880137519	1.902922147	1	0.1008	0.1008	0.296988166	0.296988166	0	20.72	0.167505	226.260509	4/21/2016	2	0	xy4267987473013996	201478284
2309	0.166652488	NA	0.298466625	0.4375	0.682209428	0.909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.44	0	0	0	1.25E-08	0	0.002068151	1.880137519	1.902922147	1	0.027	0.027	0.231864138	0.231864138	0	20.21	0.150078	208.896004	6/23/2015	2	0	xy4268142173014709	201478284
2311	0.687404101	0.686549507	0.402567128	0.583333333	0.690115077	0.559	0.741482002	0.686549507	0.636363636	0.710397817	0.710397817	0.710397817	0.777777778	0.636363636	0.710397817	0.710397817	NA	0.1	0.58	0	0.005	0	0.000825227	0	0.002717922	13.58961191	14.98985491	1	1.1988	1.1988	1.155170959	1.155170959	0	13.19	1.263019	395.507208	8/26/2014	2	0	xy4268578373010362	201478285
2313	0.339286626	0.607646099	NA	NA	NA	0.378	0.66313335	0.607646099	0.272727273	0.314057317	0.314057317	0.314057317	0	0.272727273	0.314057317	0.314057317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.0332	1.0332	0.953272574	0.953272574	0	24.48	0.49771	460.791254	NA	NA	NA	xy4266892072958042	201478286
2316	0	0	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	666.369	3.3228	695.4262175	3.120410015	369	1.18	230.032126	477.508235	NA	NA	NA	xy4267428572995132	201478342
2318	0.73286934	0.708169303	0.500559871	NA	0.500559871	0.41	0.737773895	0.708169303	0	0.623479439	0.623479439	0.623479439	0	0	0.623479439	0.623479439	NA	NA	NA	NA	NA	NA	NA	NA	0.0000954	0.136224333	0.136224333	1	3.5802	2.2536	5.103880507	3.419857243	3	11.64	2.185342	459.110591	NA	2	0	xy4267489772995614	201478294
2320	0.491270993	0.586561881	0	0.5	0	0.228	0.602564723	0.586561881	0	0.608803995	0.608803995	0.608803995	0	0	0.608803995	0.608803995	0.159112695	0	0.5	0.268	0.808	0	0.766487584	0.013	0	0	0	1	1.1142	1.1142	1.903580248	1.903580248	0	2.94	0.835833	71.715295	5/12/2015	2	0	xy4268414972943849	201478296
2321	0.811695025	0.877030302	0.276322928	0.5	0.552645855	0.997	0.902093391	0.877030302	0	0.903391382	0.903391382	0.903391382	0	0	0.903391382	0.903391382	0.549705353	0	0.5	0.002	0.056	0	0.101629676	0.001	0.000230482	1.152412479	1.152412479	1	3.9213	2.8071	4.389410604	2.485830355	1	7.47	2.211621	296.401609	9/10/2014	2	0	xy4266397272937489	201478411
2324	0.175832097	0	0.20993791	0.316666667	0.662961821	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.32	0	0	0	2.78E-08	0	0.001489901	0.87641257	0.973703362	2	240.6339	1.4337	312.2191396	2.063765934	241	0.92	68.385488	202.989906	7/10/2014	2	0	xy4262760372737010	201478298
2327	0.745019559	0.740602108	0.446782377	0.75	0.595709836	0.921	0.764912388	0.740602108	0	0.471441626	0.471441626	0.471441626	0	0	0.471441626	0.471441626	NA	0	0.75	0	0	0	6.51E-07	0	0.00047713	0.019963597	0.019963597	1	0.9207	0.9207	2.050351423	2.050351423	0	12.68	0.594505	260.856388	5/18/2016	1	0	xy4262745772736291	201478299
2330	0.252777913	0.049466574	0.2853199	0.952	0.299705777	0.022	0.099364135	0.049466574	0	0.042293384	0.05125119	0.05125119	0	0	0.042293384	0.05125119	0.081971156	0.1	0.44	0.952	0.98	0.628	0.983684748	0.928	0.00000317	0.001218251	0.001218251	1	6.3837	2.1726	6.260756449	2.543540047	7	3.42	3.646206	174.241407	9/24/2014	2	0	xy4261198272632919	201478362
2331	0.215772629	0.05418749	0.239563133	0.5625	0.425890015	0.029	0.107996734	0.05418749	0	0.027634146	0.055860149	0.055860149	0	0	0.027634146	0.055860149	0.055846457	0.1	0.56	0	0	0	0.000514085	0	0.0000269	0.001662961	0.001662961	1	6.5106	0.1269	7.13219521	0.871438761	8	3.42	3.646206	174.241407	9/24/2014	2	0	xy4261169472624664	201478362
2332	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507324426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	185.787	9.5535	284.8008159	13.53797177	219	0.33	65.26304614	71.12990992	NA	NA	NA	MA_MA02290	201478306
2336	0.160009475	0.00802287	0.188371915	0.316666667	0.594858679	0.011	0.014249547	0.00802287	0	0.005125065	0.008294676	0.008294676	0	0	0.005125065	0.008294676	NA	0	0.32	0	0	0	3.26E-18	0	0.000470334	0.261296565	0.261296565	2	0.8109	0.8109	1.479097321	1.479097321	0	6.22	0.607843	129.38704	9/4/2014	2	0	xy4263954772780218	201478310
2340	0.677144597	0.636363636	0.516376178	0.8	0.645470222	1	0.622950117	0.608775237	0.636363636	0.633796366	0.633796366	0.633796366	0	0.636363636	0.633796366	0.633796366	NA	0.8	0.44	0.208	0.851	0	0.799833826	0	0.001112371	1.853950895	2.867288197	1	0.4185	0.4185	0.825716087	0.825716087	0	7.52	0.984796	199.111115	8/19/2014	2	0	xy4268303473054470	201478326
2341	0.851243745	0.909090909	0.321800832	0.588	0.547280327	1	0.901947207	0.903397715	0.909090909	0.936849629	0.936849629	0.936849629	0	0.909090909	0.936849629	0.936849629	NA	0.4	0.42	0.588	0.939	0	0.920515163	0.001	0.000210249	0.150177607	0.150177607	1	0.6048	0.1863	1.396486935	0.570770848	1	7.52	0.984796	199.111115	8/19/2014	2	0	xy4268297573047895	201478326
2344	0.708048929	0.845387815	0	0.375	0	0.88	0.849159595	0.845387815	0.818181818	0.877094509	0.877094509	0.877094509	0.888888889	0.818181818	0.877094509	0.877094509	NA	0.3	0.38	0	0.022	0	0.013458775	0	0	0	0	1	0.7794	0.7794	1.713033456	1.713033456	0	6.43	1.20024	187.953158	8/19/2014	2	0	xy4267697873050452	201478401
2345	0.759833217	0.800800982	0.319246857	0.583333333	0.547280327	0.446	0.804417715	0.800800982	0.727272727	0.830428372	0.830428372	0.830428372	0.777777778	0.727272727	0.830428372	0.830428372	NA	0.3	0.58	0.388	0.898	0	0.877044967	0.001	0.000210249	0.150177607	0.150177607	1	1.1313	0.3519	2.173191414	0.460157958	1	6.43	1.20024	187.953158	8/19/2014	2	0	xy4267650273046016	201478401
2347	0.676573226	0.619971049	0.563507346	0.8	0.704384182	0.245	0.660458998	0.619971049	0.454545455	0.641083543	0.641083543	0.641083543	0.222222222	0.454545455	0.641083543	0.641083543	NA	0.8	0.5	0	0.015	0	0.010532554	0	0.003001423	0.416864246	0.486385194	1	1.1016	1.1016	0.967869144	0.967869144	0	14.9	0.624794	314.238473	8/8/2014	2	0	xy4263899572815424	201478340
2350	0.492154127	0	0.587616315	1	0.587616315	0	0	0	0	0	0	0	0	0	0	0	NA	1	0.63	0	0.001	0	0.003148477	0	0.000416229	0.693714576	0.693714576	1	0.3222	0.3222	0.636561874	0.636561874	0	16.47	0.359912	263.63106	6/22/2015	2	0	xy4263411272802289	201478355
2353	0.066105598	0.002346589	0.078145778	0.3	0.260485925	0.005	0.004253133	0.002346589	0	0.00244443	0.00244443	0.00244443	0	0	0.00244443	0.00244443	0.090415695	0.3	0.15	NA	NA	NA	NA	NA	0.00000162	0.002702451	0.002702451	1	5.5629	1.6569	7.51036576	2.267026085	7	4.36	2.59293	187.321017	9/4/2014	2	0	xy4263425972796244	201478356
2355	0.215324417	NA	0.385635719	NA	0.385635719	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000136	0.06811483	0.06811483	1	0.2484	0.2484	0.202729815	0.202729815	0	23.77	0.303341	349.300925	NA	0	0	xy4264630872800220	201478356
2356	0.618569664	0.738552429	0	0	0.619557771	0.405	0.763041854	0.738552429	0.727272727	0.764988027	0.764988027	0.764988027	0	0.727272727	0.764988027	0.764988027	NA	0	NA	NA	NA	NA	NA	NA	0.000715331	1.192218256	1.609311886	1	0.4725	0.2241	0.858889403	0.656159589	1	23.77	0.303341	349.300925	NA	2	0	xy4264252672794481	201478356
2361	1	0.581904218	1	1	1	0.6	0.64242439	0.581904218	0	0.601935057	0.601935057	0.601935057	0	0	0.601935057	0.601935057	NA	1	0.67	0	0	0	2.19E-08	0	0.450372336	3.129759113	7.129049162	1	0.4239	0.4239	0.691808722	0.691808722	0	9.65	0.339026	149.916128	11/12/2014	1	14	xy4260868572652343	201478362
2364	0.390981396	0.466819304	0	1	0	0.524	0.597689768	0.466819304	0	0.48179034	0.48179034	0.48179034	0	0	0.48179034	0.48179034	0.172658817	1	0.58	0.013	0.308	0	0.377095718	0.001	0	0	0	1	1.764	0.9459	1.59482424	0.848339865	2	3.7	2.126282	143.951686	7/17/2014	2	0	xy4261173572667433	201478362
2365	0.143187944	0.170961834	0	0.975	0	0.056	0.246603245	0.170961834	0	0.176681875	0.176681875	0.176681875	0	0	0.176681875	0.176681875	0.065493598	NA	0.5	0.975	0.989	0.725	0.989351601	0.944	0	0	0	2	3.7872	1.9296	3.025407679	1.243585175	5	3.7	2.126282	143.951686	7/17/2014	0	0	xy4260949872654989	201478362
2366	0.54043691	0.516595662	0.386006263	0.75	0.514675017	0.599	0.636423329	0.516595662	0	0.533522715	0.533522715	0.533522715	0	0	0.533522715	0.533522715	NA	0.1	0.75	0	0.012	0	0.019089118	0	0.000121089	0.201815822	0.201815822	1	1.8576	0.0765	1.781822504	0.122344974	4	3.7	2.126282	143.951686	7/17/2014	2	0	xy4261305472666734	201478362
2367	0.716603149	0.432279701	0.711508046	0.8125	0.875702211	0.454	0.564394449	0.432279701	0	0.445930015	0.445930015	0.445930015	0	0	0.445930015	0.445930015	0.12481962	0.8	0.81	0.244	0.786	0	0.819309021	0.035	0.054482216	0.378611645	0.38041788	1	1.7811	0.0171	1.65947753	0.064653289	3	3.7	2.126282	143.951686	7/17/2014	1	14	xy4261229072667468	201478362
2369	0.716545856	0.593676048	0.657640858	0.998	0.658958776	0.998	0.65920428	0.593676048	0	0.615033531	0.615033531	0.615033531	0	0	0.615033531	0.615033531	0.286713109	0	0.5	0.998	0.998	0.998	0.997527377	0.998	0.001391361	0.051723447	0.051723447	1	0.7551	0.7551	0.533485735	0.533485735	0	3.84	0.48472	71.331478	5/31/2016	2	0	xy4261167372672567	201478362
2370	0.763224481	0.342585925	0.797070354	0.8	0.996337943	0.386	0.480407908	0.342585925	0	0.3536595	0.3536595	0.3536595	0	0	0.3536595	0.3536595	0.085627109	0.8	0.63	0	0.008	0	0.004092487	0	0.423046866	2.939867034	7.372025107	1	0.8181	0.063	0.746484375	0.212998641	1	4.36	0.524242	84.228126	7/17/2014	1	14	xy4261022472671143	201478362
2372	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.4185	0.4185	1.03149005	1.03149005	0	11.68	0.609485	243.29266	5/13/2015	0	0	xy4267252072970779	201478364
2373	0.374520373	0.670748052	NA	NA	NA	0.353	0.695401473	0.670748052	0	0.591364823	0.591364823	0.591364823	0	0	0.591364823	0.591364823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9459	0.5274	2.11069473	1.079204679	1	11.68	0.609485	243.29266	NA	NA	NA	xy4266443272970163	201478364
2377	0.315858979	NA	0.565688305	1	0.565688305	0.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.982	0.993	0.003	0.989995124	0.099	0.000287578	1.437891382	1.437891382	1	0.018	0.018	0.056827409	0.056827409	0	20.83	0.498834	392.529184	5/19/2015	2	0	xy4265184372970416	201478366
2378	0.767940056	0.717149093	0.599240445	1	0.599240445	0.998	0.747926432	0.717149093	0.545454545	0.691975232	0.691975232	0.691975232	0	0.545454545	0.691975232	0.691975232	NA	1	1	0.796	0.91	0.442	0.946528719	0.858	0.000506673	0.633341206	0.633341206	1	0.6012	0.5832	1.493301315	1.436473906	1	20.83	0.498834	392.529184	8/27/2014	2	0	xy4266346772967268	201478366
2379	0.245975766	0.001009026	0.293350869	0.483333333	0.606932832	0.004	0.001916353	0.001009026	0	0	0.00105012	0.00105012	0	0	0	0.00105012	0.097239368	0	0.48	0	0.007	0	0.006850456	0	0.00057792	1.444798936	1.444798936	2	6.5385	2.8395	6.152685817	2.330513226	4	3.44	4.083817	185.479639	10/13/2014	2	0	xy4265827772871160	201478367
2380	0.09603427	0	0.114661853	0.15	0.764412351	0	0	0	0	0	0	0	0	0	0	0	NA	0.1	0.15	0	0	0	4.73E-55	0	0.008595993	4.093330199	8.877150747	2	7.5429	0.5328	7.532629665	0.870088103	6	3.44	4.083817	185.479639	10/13/2014	2	0	xy4264715772865997	201478367
2382	0.525809952	0.480315042	0.442455759	0.625	0.707929214	0.148	0.517059329	0.480315042	0	0	0.496787052	0.496787052	0	0	0	0.496787052	NA	0.3	0.63	0	0	0	5.32E-05	0	0.003320012	5.533353744	8.160004345	2	7.0101	0.4716	6.662541562	0.509855745	5	3.44	4.083817	185.479639	10/9/2014	2	0	xy4265434772868442	201478367
2383	0.201022553	0.00000812	0.240011803	0.483333333	0.496576144	0.001	0.0000146	0.00000812	0	6.18E-06	8.51E-06	8.51E-06	0	0	6.18E-06	8.51E-06	0.104508093	0.3	0.48	0	0	0	3.55E-07	0	0.0000891	0.127342338	0.131088882	2	20.1555	1.4112	22.61180533	1.702184188	12	2.89	13.27651	280.959968	8/28/2014	2	0	xy4265259672860632	201478368
2385	0.245247761	NA	0.439226996	0.625	0.702763193	0.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.63	0	0	0	1.56E-12	0	0.002920133	0.405574033	0.408661789	1	0.1134	0.1134	0.025325906	0.025325906	0	24.44	0.62237	514.434574	5/18/2015	1	14	xy4267088173014510	201478374
2386	0.594088849	0.61888382	0.271317895	0.5	0.54263579	0.619	0.680539332	0.61888382	0.545454545	0.618768226	0.618768226	0.618768226	0	0.545454545	0.618768226	0.618768226	NA	0.4	0.5	0	0	0	4.15E-05	0	0.000194359	0.194358963	0.194358963	1	0.585	0.4014	0.703490302	0.507619957	2	24.44	0.62237	514.434574	8/26/2014	2	0	xy4267091573006603	201478374
2388	0.204593275	NA	0.366416758	0.8	0.458020947	0.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.58	0.365	0.873	0	0.736248705	0.001	0.0000464	0.464223424	0.464223424	1	0.1836	0.0702	0.195870346	0.17054444	1	24.44	0.62237	514.434574	5/18/2015	2	0	xy4267081973012506	201478374
2389	0.295516971	0.106448609	0.317354958	0.634	0.500559871	0.031	0.148769861	0.106448609	0	0.039241338	0.039241338	0.039241338	0	0	0.039241338	0.039241338	NA	0	0.58	0.634	0.865	0.123	0.9013149	0.613	0.0000954	0.136224333	0.136224333	2	1.827	1.0314	2.685390212	1.757153321	4	10.66	1.223117	314.554406	8/26/2014	2	0	xy4267007672992801	201478374
2391	0.151493663	NA	0.271317895	0.5	0.54263579	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.5	0	0	0	1.06E-13	0	0.000194359	0.194358963	0.194358963	1	0.2106	0.2106	0.224746588	0.224746588	0	23.97	0.285085	341.475471	6/26/2015	2	0	xy4267350573006009	201478374
2393	0.485050795	0.579135163	0	0.316666667	0	0.02	0.643104443	0.579135163	0.454545455	0.520513155	0.520513155	0.520513155	0	0.454545455	0.520513155	0.520513155	NA	NA	0.32	0.064	0.464	0	0.49480047	0.014	0	0	0	2	1.3149	1.3149	1.645966719	1.645966719	0	15.62	0.921518	400.071401	5/19/2015	2	0	xy4266372872990277	201478482
2394	0.999226932	0.579135163	1	1	NA	0.458	0.643104443	0.579135163	0.454545455	0.520513155	0.520513155	0.520513155	0	0.454545455	0.520513155	0.520513155	NA	0	1	0.997	0.997	0.997	0.997168965	0.997	NA	NA	NA	1	1.3149	0	1.651292162	0.005325444	1	15.62	0.921518	400.071401	5/19/2015	2	0	xy4266377672990279	201478482
2395	0.423506402	0.505653123	0	0.969	0	0.304	0.575403164	0.505653123	0.454545455	0.45244563	0.45244563	0.45244563	0	0.454545455	0.45244563	0.45244563	NA	0.9	0.75	0.969	0.985	0.837	0.985492213	0.951	0	0	0	1	1.3203	0.0054	1.680292771	0.029000609	2	15.62	0.921518	400.071401	5/19/2015	2	0	xy4266403572990293	201478482
2396	0.557820558	0.453579775	0.514826678	1	0.514826678	0.22	0.517546421	0.453579775	0.272727273	0.303232432	0.303232432	0.303232432	0	0.272727273	0.303232432	0.303232432	NA	0.1	1	0.256	0.721	0.003	0.754438361	0.107	0.000121546	1.215459821	1.215459821	1	1.3716	0.0513	1.908865869	0.228573097	3	15.62	0.921518	400.071401	8/26/2014	2	0	xy4266556972988611	201478482
2397	0.511473795	0.544616645	0.198200208	0.416666667	0.4756805	0.275	0.598733658	0.544616645	0.272727273	0.340293572	0.340293572	0.340293572	0	0.272727273	0.340293572	0.340293572	NA	0.2	0.42	0.035	0.343	0	0.393162805	0.009	0.0000626	0.089407714	0.089407714	1	1.386	0.0144	2.03504054	0.126174671	4	15.62	0.921518	400.071401	8/26/2014	2	0	xy4266656272987930	201478482
2399	7.39E-05	0.0000882	0	0.316666667	0	0.006	0.000172365	0.0000882	NA	NA	NA	NA	NA	NA	NA	NA	0.103724443	NA	0.32	0	0.008	0	0.008290207	0	0	0	0	2	670.7682	1.1862	701.4533137	1.306665422	380	0.39	224.530099	155.92168	8/26/2014	2	0	xy4266642772986499	201478421
2404	0.782962913	0.516700393	0.762599256	1	0.762599256	0.995	0.64954512	0.516700393	0.363636364	0.533487616	0.534715024	0.534715024	0	0.363636364	0.533487616	0.534715024	NA	1	0.5	0	0	0	3.00E-24	0	0.016104501	11.50321499	60	1	0.6156	0.6156	0.130741357	0.130741357	0	9.54	0.700445	213.029583	10/9/2014	2	0	xy4265558672899894	201478386
2408	0.465979749	0.834547414	NA	NA	NA	0.182	0.828794107	0.834547414	0	0.865429564	0.865429564	0.865429564	0	0	0.865429564	0.865429564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.3426	3.2454	17.08373007	5.871496786	12	2.18	8.383132	168.408613	NA	NA	NA	xy4267527573035265	201478402
2414	NA	NA	NA	NA	NA	0.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0036	0.0036	0.060073098	0.060073098	0	4.35	2.083757	167.53959	NA	NA	NA	xy4269180673030402	201478403
2415	0.515516491	0.923265347	NA	NA	NA	1	0.91807088	0.923265347	0.909090909	0.957435222	0.957435222	0.957435222	0	0.909090909	0.957435222	0.957435222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2.4561	2.4525	2.101401481	2.041328383	1	4.35	2.083757	167.53959	NA	NA	NA	xy4267528473029480	201478403
2416	0.168766545	0	0.201501866	0.233333333	0.863579426	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.23	0.001	0.04	0	0.063517735	0	0.045765712	4.622799144	10.05700318	2	35.3646	0.81	41.79161337	1.108944286	31	3.39	17.800781	381.613621	10/13/2014	2	0	xy4265683072935259	201478411
2417	0.291721535	0	0.348306199	0.4	0.870765498	0	0	0	0	0	0	0	0	0	0	0	NA	0.1	0.4	0	0	0	7.20E-10	0	0.051875643	4.715967508	13.31115862	2	35.3898	0.0252	41.97073781	0.179124438	32	3.39	17.800781	381.613621	10/13/2014	2	0	xy4265577572936593	201478411
2418	0.195426778	0	0.233333333	0.233333333	NA	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0.23	0	0	0	2.90E-07	0	NA	NA	NA	2	35.3916	0.0018	42.03178569	0.061047882	33	3.39	17.800781	381.613621	10/13/2014	NA	NA	xy4265528172936894	201478411
2421	NA	NA	NA	NA	NA	0.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.5939	1.5939	0.924253882	0.924253882	0	0.67	1.126071	18.969778	6/6/2006	NA	NA	xy4260197872622638	201478412
2422	0.529301137	0.53613493	0.287501186	0.75	0.383334915	0.593	0.716049956	0.53613493	0	0	0.347333351	0.347333351	0	0	0	0.347333351	NA	0.1	0.75	0.734	0.902	0.208	0.936278862	0.755	0.0000131	0.065510148	0.065510148	1	1.7271	0.1332	1.615805552	0.69155167	1	0.67	1.126071	18.969778	6/13/2016	2	0	xy4259759072620007	201478412
2423	0.408153803	0.462885855	0.073310263	0.275	0.266582773	0	0.642265241	0.462885855	0	0	0.179194624	0.179194624	0	0	0	0.179194624	NA	NA	0.28	NA	NA	NA	NA	NA	0.0000018	0.017998536	0.017998536	1	1.8702	0.0009	1.872709781	0.027971686	3	0.67	1.126071	18.969778	10/31/2014	1	1	xy4259671472617218	201478412
2425	0.414360081	0.461409861	0.09996854	0.375	0.266582773	0.451	0.615729253	0.461409861	0	0	0.177792613	0.177792613	0	0	0	0.177792613	NA	0.1	0.38	NA	NA	NA	NA	NA	0.0000018	0.017998536	0.017998536	1	1.8693	0.1422	1.844738095	0.228932543	2	0.67	1.126071	18.969778	10/31/2014	1	1	xy4259677472617551	201478412
2427	0.201788672	0.000017	0.240923565	0.4	0.602308913	0.006	0.0000806	0.000017	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.4	0	0.001	0	0.004112006	0	0.000533563	0.381116224	0.459522402	2	214.3584	0.8703	323.2377967	1.036648877	270	0.28	65.147012	60.298973	10/28/2014	1	1	xy4260272772615134	201478413
2428	0.103041386	0.0000191	0.123021758	0.316666667	0.388489763	0.006	0.0000919	0.0000191	NA	NA	NA	NA	NA	NA	NA	NA	0.051186112	0.3	0.32	0	0	0	8.07E-09	0	0.0000143	0.007525228	0.007525228	2	214.3647	0.0063	323.2640344	0.026237723	271	0.28	65.147012	60.298973	10/28/2014	1	1	xy4260253972614942	201478413
2430	0.539719661	0.0000706	0.64438451	0.815	0.790655841	0.009	0.000315454	0.0000706	NA	NA	NA	NA	NA	NA	NA	NA	0.050521254	0.3	0.4	0.815	0.927	0.371	0.945600774	0.811	0.012922819	0.542975576	1.341980078	2	213.4881	0.1278	322.2011478	0.308308236	269	0.97	64.938601	208.558475	10/21/2014	2	0	xy4260571172613953	201478413
2432	0.585224074	0.548928749	0.449430334	0.75	0.599240445	0.34	0.585167174	0.548928749	0.272727273	0.433501477	0.433501477	0.433501477	0	0.272727273	0.433501477	0.433501477	NA	0	0.75	0.001	0.073	0	0.083525667	0	0.000506673	0.633341206	0.633341206	1	1.044	1.044	1.270114081	1.270114081	0	21.08	1.348939	653.237896	8/27/2014	2	0	xy4266052472976144	201478453
2434	0.418771667	0	0.5	0.5	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.23	0	0	0	0.001495737	0	NA	NA	NA	2	1047.3579	13.6557	1157.824494	14.93089398	752	0.03	253.096614	12.734123	11/20/2014	1	14	xy4261857772747068	201478436
2437	0.979294984	0.551774364	0.985322157	1	0.985322157	0.304	0.580623409	0.551774364	0.363636364	0.467391304	0.493653347	0.493653347	0	0.363636364	0.467391304	0.493653347	NA	1	0.81	0.036	0.063	0.019	0.404964118	0.303	0.376096447	7.374440128	19.94064406	1	0.9711	0.9711	0.723462924	0.723462924	0	3.97	0.394393	66.521174	6/19/2015	1	14	xy4262142872758915	201478435
2438	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0513	0.0513	0.632222317	0.632222317	1	27.63	0.049492	164.003431	7/22/2014	2	0	xy4261981672738125	201478592
2440	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562405144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1047.537	0.1791	1158.061806	0.237311568	753	0.51	253.4210408	216.6187944	NA	NA	NA	MA_MA00460	201478436
